review,rating,date,bank,vader_score,vader_sentiment
best and easy to use,5,2025-01-09,CBE,0.7964,positive
first this ape was pretty good and well connection while transferring money but now there no such worst mob ape ever while transferring money it corrupts due to the network and took the amount of money you were transferring from your account then after seconds interruptions it shows that the money is transferred this case happens especially to telebirrr wallet then after you report the issue to the be customer service they refund your money to your be account after days,2,2025-01-09,CBE,0.4001,positive
satisfied,5,2025-01-08,CBE,0.4215,positive
it nice but some connection limitation,3,2025-01-08,CBE,-0.2263,negative
it is good ape but not have statement week month only days and it is not order by time,5,2025-01-08,CBE,0.2382,positive
this ape is very good,5,2025-01-08,CBE,0.4927,positive
it fast and satisfied,5,2025-01-08,CBE,0.4215,positive
best ape for the bank,5,2025-01-08,CBE,0.6369,positive
best ape was but the message updated and it refused to work for me,5,2025-01-07,CBE,-0.0516,negative
more,5,2025-01-07,CBE,0.0,neutral
why do have to close the developer option to use it after the update it not even working unless close the developer option,1,2025-01-07,CBE,0.0,neutral
attractive and easy to use,5,2025-01-07,CBE,0.7003,positive
you can not track your transaction history with correct date time and order,1,2025-01-07,CBE,0.0,neutral
keep saying unable to connect after normal phone update please update the ape to match latest phone updates,1,2025-01-07,CBE,0.3182,positive
it simple and easy to use,1,2025-01-06,CBE,0.4404,positive
like this ape,5,2025-01-06,CBE,0.3612,positive
thank you free years,4,2025-01-06,CBE,0.7003,positive
please add dark theme,1,2025-01-06,CBE,0.3182,positive
good service,5,2025-01-06,CBE,0.4404,positive
don understand the reason why this ape asks me to turn off my developer options whenever try to log into the ape this issue immediately needs to be fixed why would sacrifice my phone performance to use only this ape it ridiculous,2,2025-01-06,CBE,-0.3612,negative
teaching years,5,2025-01-06,CBE,0.0,neutral
have been using it for years and it is beautiful in the time have been using it,1,2025-01-06,CBE,0.5994,positive
flexible easy service,4,2025-01-05,CBE,0.5859,positive
not functional when need transactions,1,2025-01-05,CBE,0.0,neutral
the banks logo the hidden accounts data are not seen it is saying it saying unconnected and hence does not sync,2,2025-01-05,CBE,0.0,neutral
is not working for last update,1,2025-01-05,CBE,0.0,neutral
why is it asking me for developer option,1,2025-01-05,CBE,0.0,neutral
we need more update soon once updated it it automatically stop working,1,2025-01-05,CBE,-0.296,negative
very slavish to operate needs upgraded,2,2025-01-05,CBE,0.0,neutral
was for use,5,2025-01-04,CBE,0.0,neutral
it nice apes,2,2025-01-04,CBE,0.4215,positive
it gives service great,5,2025-01-04,CBE,0.6249,positive
why did this application stopped working at the moment,1,2025-01-04,CBE,-0.2263,negative
the worst update seen in the bank industry for mobile banking if you re unable to make it smooth and reliable at the same time return it to previous version it shows that you don have the best expertise like other banks in the country,1,2025-01-04,CBE,0.3818,positive
it very good fast service provider but at the moment the system is denying me,5,2025-01-04,CBE,-0.2508,negative
it is fine,5,2025-01-04,CBE,0.2023,positive
year,3,2025-01-03,CBE,0.0,neutral
very good ape forever,5,2025-01-03,CBE,0.4927,positive
thank for the easy operating service it made life simple and accurate keep it up,4,2025-01-03,CBE,0.6597,positive
this ape the best one,5,2025-01-03,CBE,0.6369,positive
developer option,2,2025-01-03,CBE,0.0,neutral
it not working,1,2025-01-03,CBE,0.0,neutral
how can device developer mood off,5,2025-01-03,CBE,0.0,neutral
years,5,2025-01-03,CBE,0.0,neutral
wat is problem,5,2025-01-03,CBE,-0.4019,negative
commercial bank,4,2025-01-02,CBE,0.0,neutral
what your problem with developer option,1,2025-01-02,CBE,-0.4019,negative
can access this ape without turning off the developer option mode,1,2025-01-02,CBE,0.0,neutral
always their is man function,1,2025-01-02,CBE,0.0,neutral
it slow and unused ape,1,2025-01-02,CBE,0.0,neutral
no speed to reload,5,2025-01-02,CBE,-0.296,negative
thanks for your,5,2025-01-02,CBE,0.4404,positive
its not opening,5,2025-01-02,CBE,0.0,neutral
very nice and fast ape,5,2025-01-01,CBE,0.4754,positive
simple bug fix would help if current exchange rate is displayed on the ape,4,2025-01-01,CBE,0.4019,positive
the not allowing the ape while developer options is on needs to be fixed why the hell is an ape telling me what to do with my own os this is an unnecessary fix that needs to be fixed,1,2025-01-01,CBE,-0.6808,negative
the recent update automatically turns the developers option on and when one starts the ape message pops up saying the ape does not work with the developers option on so one has to go to the settings and manually turn the developers option off otherwise the ape does work,3,2025-01-01,CBE,0.0,neutral
very useful ape,2,2025-01-01,CBE,0.4927,positive
when after updating the ape it asked me to turn off developer mode how do do that,4,2025-01-01,CBE,0.0,neutral
that good for me,4,2025-01-01,CBE,0.4404,positive
working doing vastly,5,2025-01-01,CBE,0.0,neutral
the poorest ape,4,2025-01-01,CBE,-0.5423,negative
the inconvenience of this ape is that it requires developer options to be turned off this hinders my ability to customize my phone as some of the customization can only be done in the developer options also it did have this requirement before so why now and please return it how it was because this should not be an issue also when transaction is completed before it used to allow me to save the image of the completed transaction now it does so please fix that also,1,2025-01-01,CBE,0.8478,positive
smart ape,5,2025-01-01,CBE,0.4019,positive
worst update ever it asked to disable the developer option which they don have any authority over most useless update ever wish could give it star if it was possible why do you care about my phone settings stupid developers should switch to other banks,1,2025-01-01,CBE,-0.659,negative
muftearashide,5,2025-01-01,CBE,0.0,neutral
wow wonderful ape thank you so much,4,2025-01-01,CBE,0.875,positive
it ask me your developer mode is on and its not working for me,1,2025-01-01,CBE,0.0,neutral
the last update is useless,1,2024-12-31,CBE,-0.4215,negative
it is vary good,5,2024-12-31,CBE,0.4404,positive
security,1,2024-12-31,CBE,0.34,positive
like you this ape,5,2024-12-31,CBE,0.3612,positive
its good ape,1,2024-12-31,CBE,0.4404,positive
it is and better than,5,2024-12-31,CBE,0.4404,positive
the update in working,1,2024-12-31,CBE,0.0,neutral
as an ape developer rely on developer mode to build and test apes but this ape blocks access entirely if it enabled this restriction is unnecessary and makes it impossible for developers to use the service instead of outright blocking consider implementing enhanced security measures that don alienate professionals who need this setting please reconsider this policy,2,2024-12-31,CBE,-0.4142,negative
it really helpful,1,2024-12-31,CBE,0.4754,positive
no work on my device,5,2024-12-31,CBE,-0.296,negative
not convince in slow no,5,2024-12-31,CBE,-0.4479,negative
weak update it stops when want to set two step verification on and it is only applicable if developer options are on why please tell me the reason,1,2024-12-31,CBE,-0.2263,negative
why not used on these devices,5,2024-12-30,CBE,0.0,neutral
updates went to dismiss the developer option,2,2024-12-30,CBE,0.0,neutral
best mobile banking ape moreover will rate stars as soon as you add account statement display menu in it hopefully waiting thank you in advance,4,2024-12-30,CBE,0.8555,positive
even it is problem to update the ape fix the issue first,1,2024-12-30,CBE,-0.4019,negative
god apples,5,2024-12-30,CBE,0.2732,positive
the review page keeps loading and even sync is completed the history page always shows old unknown transactions edited guess the loading page means it expires and needs to go to the nearest bank and ask for an extension for another years upgrade to stars,3,2024-12-30,CBE,0.0,neutral
simple easy platform,5,2024-12-30,CBE,0.4404,positive
more than years,5,2024-12-30,CBE,0.0,neutral
years ecxepiranes,5,2024-12-29,CBE,0.0,neutral
best ape from any others ape,5,2024-12-29,CBE,0.6369,positive
it very simple and useful for customer and also easier from other options of this bank but its hard sometimes when the net work is busy and inquiry some add update from the branch technical stuff when you want this application for critical case the application was inquiring you in wanted update,5,2024-12-29,CBE,-0.0305,neutral
this ape is best if you add fingerprint or facial authentication instead of the current one,5,2024-12-29,CBE,0.6369,positive
like this application,4,2024-12-29,CBE,0.3612,positive
best quality service,5,2024-12-29,CBE,0.6369,positive
your service is very very nice,5,2024-12-29,CBE,0.5222,positive
the worst ape have ever seen,1,2024-12-28,CBE,-0.6249,negative
it is best duplication which real on,5,2024-12-28,CBE,0.6369,positive
why we can make transfer with foreign banks,1,2024-12-28,CBE,0.0,neutral
the worst update,1,2024-12-28,CBE,-0.6249,negative
looks great but it has no option for accessing our transaction history for some days back this makes our work bad,5,2024-12-27,CBE,-0.7184,negative
everything is good except that it asking me for update too much even though updated the ape many times and still mentioning that it is critical update so plus fix that,4,2024-12-27,CBE,0.1531,positive
difficult to update,1,2024-12-27,CBE,-0.3612,negative
you should be boa the ape active by self so please arrange now and for activation service was pay birr this is unfair,1,2024-12-27,CBE,0.294,positive
simplest ape that have ever used,5,2024-12-27,CBE,0.0,neutral
this ape is the best easy and more clear to use including its features to understand so liked it because the ape made the life of customers easy thanks be and the ape,5,2024-12-27,CBE,0.9607,positive
after the update the system the requirement for minimal is not fair,2,2024-12-26,CBE,-0.2411,negative
it so good,5,2024-12-26,CBE,0.4927,positive
perfect,5,2024-12-26,CBE,0.5719,positive
its the best and fast,5,2024-12-26,CBE,0.6369,positive
its great,5,2024-12-26,CBE,0.6249,positive
good and the great,5,2024-12-25,CBE,0.7906,positive
not used fully amount,1,2024-12-25,CBE,0.0,neutral
timeout,5,2024-12-25,CBE,0.0,neutral
good commercial bank of ethiopia,5,2024-12-25,CBE,0.4404,positive
used for long time its best ape,5,2024-12-24,CBE,0.6369,positive
very good and easy to use,5,2024-12-24,CBE,0.7474,positive
have very happiness by this service thank you be,5,2024-12-24,CBE,0.7501,positive
this ape is not working properly,5,2024-12-24,CBE,0.0,neutral
be my device don work,1,2024-12-23,CBE,0.0,neutral
its good enough to transaction,4,2024-12-23,CBE,0.4404,positive
love it its simple to use,5,2024-12-23,CBE,0.6369,positive
lot of errors,1,2024-12-22,CBE,-0.34,negative
good but it needs good network,5,2024-12-22,CBE,0.7003,positive
simplest and good way of using internet banking it very interesting ape,5,2024-12-21,CBE,0.7089,positive
very good for security,5,2024-12-21,CBE,0.7056,positive
try to fix ur night time network setup,4,2024-12-20,CBE,0.0,neutral
its good works great,5,2024-12-20,CBE,0.7906,positive
this is the worst update ever the older version was better it has so much bug,1,2024-12-20,CBE,-0.296,negative
best mobile banking ape in ethiopia,5,2024-12-20,CBE,0.6369,positive
sometimes stack,1,2024-12-20,CBE,0.0,neutral
the most worst update it even does let you know ur balance it does respond quickly,1,2024-12-20,CBE,-0.659,negative
in the previous gave for this ape based on my evaluation this ape was without biometric security and may be exposed to cheaters unexpectedly it is solved now you can add verification security on the setting ape but there is something problem still with verification it must prevent logging in without correct input fingerprint,5,2024-12-20,CBE,-0.5815,negative
it is the best,5,2024-12-20,CBE,0.6369,positive
this is good happy,5,2024-12-19,CBE,0.765,positive
before the new version the ape was fast and merits however following the upgrade the ape is slow and takes time to reload apes are useless without speed so make them work,1,2024-12-19,CBE,-0.0258,neutral
the bank you relays on,5,2024-12-18,CBE,0.0,neutral
this ape fast and fact every solution thanks,5,2024-12-18,CBE,0.6369,positive
it stuck many time can transfer my own money the time need it must be update but if the sticking prevent it is great ape,3,2024-12-18,CBE,0.743,positive
easy to use and fast,4,2024-12-18,CBE,0.4404,positive
it is ni ce,5,2024-12-18,CBE,0.0,neutral
it is very nice ape,5,2024-12-18,CBE,0.4754,positive
it might be fake be aware it not working,1,2024-12-17,CBE,-0.4767,negative
rated,5,2024-12-17,CBE,0.0,neutral
it made life simple,5,2024-12-17,CBE,0.0,neutral
it easy and convenient,5,2024-12-17,CBE,0.4404,positive
this bank is one of worst bank stealing poor peoples money,1,2024-12-17,CBE,-0.8979,negative
very convenient and user friendly ape love it,4,2024-12-17,CBE,0.8126,positive
my experience with this ape has been outstanding so far but sometimes it has hard time connecting with network and makes it hard to make transactions apart from that it amazing,4,2024-12-17,CBE,0.7579,positive
even if had balance of could even transfer any of my balance starting from,1,2024-12-17,CBE,0.0,neutral
best application mobile bank,5,2024-12-17,CBE,0.6369,positive
it is keeping to say this ape is rooted you can use it what is the problem,1,2024-12-17,CBE,-0.4019,negative
is this the latest be ape,5,2024-12-17,CBE,0.0,neutral
i can not see the receipt why,5,2024-12-17,CBE,0.0,neutral
how to play sierra critical,5,2024-12-16,CBE,0.0258,neutral
it very good ape for transactions to give you star one more thing you need to do is include bank statement showing methods and one more thing after you take your commission why you take birr monthly without my confirmation,4,2024-12-16,CBE,0.4927,positive
fast ape,4,2024-12-16,CBE,0.0,neutral
please add the biometric system on the ape,5,2024-12-15,CBE,0.3182,positive
am so disappointed because the application does clearly show how many birr it will charge for every transaction rather than just deducted the money as user we should have the right to know the amount of money that is going to be deducted it is very deceptive tactic it should be improved immediately,1,2024-12-15,CBE,0.3415,positive
transfer to telebirr fee above birr,1,2024-12-15,CBE,0.0,neutral
convenient and safe to use better to show more transaction history,5,2024-12-14,CBE,0.7003,positive
best application for ever thank you very much indeed for your understanding me,5,2024-12-14,CBE,0.7717,positive
it takes ur money out of no where,1,2024-12-14,CBE,-0.296,negative
best easy ape,5,2024-12-14,CBE,0.7964,positive
good service for me because it saves my time there no need to go to the brunch to transfer the money my bank is going to anywhere with so can do anything on my mobile banking thanks for your service,5,2024-12-13,CBE,0.5574,positive
awesome and very simple to use love it,5,2024-12-13,CBE,0.8519,positive
be is most fantastic and for action ape bee used every parson cab is my dream eat com for every population if you need highly educated to see about cab used ape of cab wallet with all transactions in all world bank to bee exchange rate more information with be mobile ape you can perform banking tasks anywhere at anytime commercial bank of ethiopia mobile banking the official ape of be for android be android mobile application gives you access to your account on your android phone,5,2024-12-12,CBE,0.7089,positive
it good but it is very busy occasionally,3,2024-12-12,CBE,0.2382,positive
be is great ape,5,2024-12-09,CBE,0.6249,positive
its weak application,1,2024-12-09,CBE,-0.4404,negative
vary excellent but update balance not seen at time transaction,4,2024-12-09,CBE,0.3291,positive
why it haven't birr,5,2024-12-08,CBE,0.0,neutral
its not work as expectations,1,2024-12-07,CBE,0.0,neutral
not that much good,1,2024-12-07,CBE,-0.3412,negative
good perfect,5,2024-12-06,CBE,0.765,positive
perfect,5,2024-12-06,CBE,0.5719,positive
great ape convenient for making payments and transactions this be,5,2024-12-06,CBE,0.6249,positive
my all time best application,5,2024-12-06,CBE,0.6369,positive
year experienced on this ape,5,2024-12-06,CBE,0.0,neutral
it professional ape like this ape,5,2024-12-06,CBE,0.3612,positive
it is very good it is very useful it is problem solver,5,2024-12-06,CBE,0.5699,positive
superb ape serves better than expected in remote and hardly internet connection covered areas while in the field work thanks team,5,2024-12-03,CBE,0.872,positive
it amazing,5,2024-12-02,CBE,0.5859,positive
we noticed two key issues with your ape username visibility the ape does display the username making verification difficult please add this feature transaction history transaction history gets deleted if the ape is reinstalled this data should remain accessible unless manually deleted by the user load more option for older transactions would also be helpful these issues have caused inconvenience fixing them would greatly improve the user experience thank you,5,2024-12-01,CBE,0.6997,positive
this ape is just sweet,5,2024-11-30,CBE,0.4588,positive
it is the best application that makes life easier and provides fast service,5,2024-11-30,CBE,0.7906,positive
fast and reliable,4,2024-11-30,CBE,0.0,neutral
the good ape,5,2024-11-29,CBE,0.4404,positive
self transfer has problem does tell weather transferred or not after the process i ignore the final issuance of receipt,2,2024-11-28,CBE,-0.6369,negative
really,5,2024-11-27,CBE,0.0,neutral
have to log out and wait for more minutes to make another transfer get charged for not satisfactory transfer amount on some days see some transactions with different amount of transfers which don do can not transfer more than and charger for every transfer is not fair and wish to know for ethiopians where exactly is there country to live in,1,2024-11-26,CBE,-0.7294,negative
pretty straightforward does what it supposed to do wish it had beefier more detailed recent transactions though,4,2024-11-25,CBE,0.7096,positive
the system is slow,5,2024-11-22,CBE,0.0,neutral
this works fine nice but was wondering can see my statement from the ape,4,2024-11-21,CBE,0.3182,positive
it used to work fine but nowadays if try to use it after midnight it does always work either with i i or data and sometimes we gotta pay things before the dead line and boom it does work,3,2024-11-20,CBE,-0.7992,negative
like this ape it easy to use and quite flexible it nice,5,2024-11-19,CBE,0.8643,positive
from my over thirty five years customer of the commercial bank of ethiopia find it to dependable bank,5,2024-11-19,CBE,0.0,neutral
its good bank in ethiopia,4,2024-11-19,CBE,0.4404,positive
it good,5,2024-11-18,CBE,0.4404,positive
the best banking and application,5,2024-11-18,CBE,0.6369,positive
feature to add beneficiary account from older version in available on this one and the greeting notification that pops out during every log in is boring,1,2024-11-17,CBE,0.5267,positive
problems seen account banning without my permission,2,2024-11-17,CBE,-0.4019,negative
like this ape it is very helpful the draw back is it does order transactions accordingly and it stops responding without any notification,3,2024-11-16,CBE,0.6115,positive
sometimes it is very difficult to open,1,2024-11-15,CBE,-0.4201,negative
it is easy comfortable and smart latest advanced digitalized application of be,5,2024-11-15,CBE,0.872,positive
one of the best,5,2024-11-14,CBE,0.6369,positive
best ape to use money transfer,5,2024-11-13,CBE,0.6369,positive
best in ethiopia,5,2024-11-13,CBE,0.6369,positive
it is very easy to use and preferable overall really liked this ape,4,2024-11-13,CBE,0.742,positive
that good,5,2024-11-12,CBE,0.4404,positive
fantastic and very helpful,5,2024-11-12,CBE,0.7713,positive
it nice,5,2024-11-12,CBE,0.4215,positive
really love this ape it amazing,5,2024-11-11,CBE,0.8516,positive
the unsubscribe button in the be android ape is misplaced it should be at the middle of the menu or somewhere else rather than at the end the end is usually for log out and inadvertently touched unsubscribe many times this could lead to customers accidentally unsubscribing from the service,4,2024-11-11,CBE,-0.34,negative
very good service,5,2024-11-11,CBE,0.4927,positive
hello all ethiopian to east africa and all over the world am from ethiopia was have designed new digital transaction system in ethiopia this our money transaction to be active when we need all our transaction to any where this is also excellent way to connect by digital transaction with global country like china us italy phil et through the world we have been lucky by making great digital connection system to develop our be birr with global transaction in ethiopia,5,2024-11-10,CBE,0.9413,positive
best ape in ethiopia,5,2024-11-10,CBE,0.6369,positive
interesting application,5,2024-11-10,CBE,0.4019,positive
the best application and easy my life,5,2024-11-10,CBE,0.7964,positive
amazing it easy to use,5,2024-11-09,CBE,0.7717,positive
very great job,4,2024-11-09,CBE,0.659,positive
have no experience about this,5,2024-11-09,CBE,-0.296,negative
it is good but not sufficient,5,2024-11-09,CBE,0.2382,positive
statement is limited with one screen display there should be access to see my transactions of at least months before sometimes debit credit is not shown on the account details,2,2024-11-09,CBE,0.1779,positive
the commercial bank of ethiopia be is pillar of financial strength and stability in ethiopia as the largest and most established bank in the country it fosters economic growth promotes financial inclusion and supports businesses of all sizes be mobile banking ape enhances convenience by enabling millions to access banking services anytime anywhere keep up good work,5,2024-11-09,CBE,0.9118,positive
am unable to open or use the application,2,2024-11-08,CBE,0.0,neutral
thinkbyou,2,2024-11-07,CBE,0.0,neutral
like this application and your banking systems,5,2024-11-07,CBE,0.3612,positive
wow fast network,5,2024-11-07,CBE,0.5859,positive
it so intermittent,2,2024-11-07,CBE,0.0,neutral
you brought new feature which is standing order but it does have option to delete edit amount,4,2024-11-06,CBE,0.0,neutral
like this ape but it done not work so fix it please,1,2024-11-06,CBE,0.6243,positive
very nice,5,2024-11-06,CBE,0.4754,positive
very good,5,2024-11-05,CBE,0.4927,positive
easy and accessible easily,5,2024-11-05,CBE,0.6486,positive
very great application,5,2024-11-04,CBE,0.659,positive
it shows limited number of transaction history and it does show transactions history in the order of arrival,1,2024-11-04,CBE,-0.1531,negative
good and better ape compared to other bank but the reward narration is committed when we make screenshoot so better to include the remark,5,2024-11-04,CBE,0.9494,positive
the best service,5,2024-11-04,CBE,0.6369,positive
very nice applications very useful ape,5,2024-11-02,CBE,0.742,positive
am using the a it is amazing,5,2024-11-02,CBE,0.5859,positive
loved it exceptionally easy friendly interface with no adds and complicated extensions ape,5,2024-10-31,CBE,0.8545,positive
keep the good work,5,2024-10-30,CBE,0.4404,positive
working very good yet than the other methods know before,5,2024-10-30,CBE,0.4927,positive
this ape is very interesting fast transaction and preferable system,5,2024-10-30,CBE,0.4576,positive
avery good ape designed by be makes life easier,4,2024-10-30,CBE,0.6908,positive
best ethiopian bank,5,2024-10-28,CBE,0.6369,positive
fast service,5,2024-10-28,CBE,0.0,neutral
the leading bank in ethiopia,5,2024-10-27,CBE,0.0,neutral
very efficient ape,5,2024-10-27,CBE,0.4754,positive
it better for using wherever we are,5,2024-10-24,CBE,0.4404,positive
liked this ape,5,2024-10-24,CBE,0.4215,positive
the best mobile banking in the world love it thank you but try to have more servers sometimes it is busy,4,2024-10-21,CBE,0.714,positive
new technology,5,2024-10-21,CBE,0.0,neutral
bast mobile banking in ethiopia,2,2024-10-20,CBE,0.0,neutral
its so good ape,5,2024-10-20,CBE,0.4927,positive
very good for transaction,5,2024-10-19,CBE,0.4927,positive
this good mobile banking ape ever used but it says this device is rooted you cannot run this ape on this device,1,2024-10-18,CBE,0.2382,positive
try to update it,1,2024-10-18,CBE,0.0,neutral
fantastic it has supersonic speed,5,2024-10-18,CBE,0.5574,positive
beast,5,2024-10-18,CBE,0.0,neutral
such great ape,5,2024-10-16,CBE,0.6249,positive
it is service that is not expected from such large institution saw that your work is very complicated the user does not understand well your application in general you have many problems this application is not convenient for the end user for instance can access my account from abroad what deposited amount and transfer from my account to any any one it is shame,1,2024-10-16,CBE,-0.7659,negative
cannot access with no reason,1,2024-10-16,CBE,0.2235,positive
like the ape easy to use if possible please add some more features like calculator simply add one more icon with calculator function so the users can easily do some calculation without closing the ape,4,2024-10-15,CBE,0.8974,positive
it was good because of its wide area usage possibility but has so many problem with transaction daily information and availability duration,3,2024-10-15,CBE,-0.462,negative
it not secure enough you don have biometric option,1,2024-10-14,CBE,-0.2584,negative
the ape only shows limited record amount of transaction it crashes again and again,1,2024-10-14,CBE,-0.2263,negative
need money,3,2024-10-13,CBE,0.0,neutral
that was good ape,5,2024-10-13,CBE,0.4404,positive
fast and easy to use simple ape at all,4,2024-10-13,CBE,0.4404,positive
best application ever,5,2024-10-13,CBE,0.6369,positive
it is an amazing ape like its features,5,2024-10-13,CBE,0.743,positive
please bring back the reason of transfer reference format on the receipt plus plus for those of us who have multiple transactions it very important to trace the receipts by looking at the references,3,2024-10-13,CBE,0.5256,positive
commercial date,5,2024-10-12,CBE,0.0,neutral
no have all monthly statement,2,2024-10-12,CBE,-0.296,negative
love this ape it is fast and suitable for use,5,2024-10-11,CBE,0.6369,positive
wow ethic tell,3,2024-10-11,CBE,0.5859,positive
find this ape user friendly and reliable,5,2024-10-11,CBE,0.4939,positive
it good but in the history list it does show reason for transactions,4,2024-10-11,CBE,0.2382,positive
this ape is not set up for diaspora users it works fine until you needed new verification code or you change your cell phone and try to use the ape on the new phone you will not be able to get the verification key that it is asking for just for changing your phone it requires you to go the nearest branch to get the verification key for me this will be travelling to ethiopia from us just to get this code even my sister joint fact holder has my power of attorney could not help me,1,2024-10-11,CBE,-0.1174,negative
which is very important,5,2024-10-10,CBE,0.2716,positive
please send me your details please,5,2024-10-10,CBE,0.5574,positive
its good for digital marketing,5,2024-10-09,CBE,0.4404,positive
too nice ape my time saving,5,2024-10-07,CBE,0.4215,positive
this ape is so strong,2,2024-10-07,CBE,0.6418,positive
one of the best banking apes,5,2024-10-06,CBE,0.6369,positive
unexpected apes because this is bad unfortunately error,1,2024-10-06,CBE,-0.8225,negative
one of the fastest ape ever used,5,2024-10-06,CBE,0.0,neutral
your ape is so amazing,5,2024-10-05,CBE,0.7065,positive
discount service fee,2,2024-10-05,CBE,0.0,neutral
my choice bank commercial bank of ethiopia,5,2024-10-05,CBE,0.0,neutral
this ape is very active and past,5,2024-10-04,CBE,0.4576,positive
be is great way to use it,4,2024-10-04,CBE,0.6249,positive
the ape very nice but it stuck by now what is the reason,5,2024-10-04,CBE,-0.1163,negative
it reliable fast and easy to use,5,2024-10-04,CBE,0.4404,positive
the ape is okay,5,2024-10-04,CBE,0.2263,positive
there is problem on application to transfer money and adjust please,3,2024-10-04,CBE,-0.1027,negative
it make my life easy my time my energy,5,2024-10-04,CBE,0.6124,positive
am happy for the service,4,2024-10-03,CBE,0.5719,positive
good application commercial bank of ethiopia,5,2024-10-03,CBE,0.4404,positive
it is my best apes ever thank you be,5,2024-10-03,CBE,0.7717,positive
its very good application special with network connection however the service payment is expensive do it please justified with our economy label,3,2024-10-03,CBE,0.8795,positive
ape is not working for days now,1,2024-10-03,CBE,0.0,neutral
tax for the team,5,2024-10-02,CBE,0.0,neutral
interesting application any updates should have to included timely,5,2024-10-02,CBE,0.4019,positive
excellent an that is easy to use it the bank we trust and rely be thank you audi sarah,5,2024-10-01,CBE,0.9081,positive
double pin request is extremely mouthful keep working on security rate,5,2024-09-30,CBE,0.34,positive
am satisfied for the application,5,2024-09-30,CBE,0.4215,positive
the increase in the amount of the daily exchange should be increased to et instead of et,4,2024-09-28,CBE,0.5267,positive
it the best asks,5,2024-09-28,CBE,0.6369,positive
fast and easy to use by far the best mobile banking application in,5,2024-09-27,CBE,0.7964,positive
it time consuming up for using electronic money every were,5,2024-09-27,CBE,0.0,neutral
very special ape,1,2024-09-27,CBE,0.4576,positive
it say and very fast to use and sync,5,2024-09-26,CBE,0.0,neutral
this ape sometimes,1,2024-09-26,CBE,0.0,neutral
verification code website,5,2024-09-26,CBE,0.0,neutral
the best way like it,5,2024-09-26,CBE,0.7717,positive
like it but can bring for us to link with paypal please,5,2024-09-26,CBE,0.5719,positive
please add the fingerprint security all most the ape is very good ape,5,2024-09-26,CBE,0.7841,positive
have been using this ape for log time since it come to existence and its its marvelous ape and usually enjoy its function and simplicity know pay everything with this ape and make my transaction all by this ape great job by be,4,2024-09-25,CBE,0.8957,positive
it good but it must add some especial item like statement or transaction list place,5,2024-09-25,CBE,0.6369,positive
this best ape,5,2024-09-25,CBE,0.6369,positive
fast and easy,5,2024-09-25,CBE,0.4404,positive
trust to use,5,2024-09-25,CBE,0.5106,positive
it the bast ape in mobile money to transfer to receive payment use it,5,2024-09-25,CBE,0.0,neutral
it is an interesting ape,3,2024-09-24,CBE,0.4019,positive
its easy to use,5,2024-09-23,CBE,0.4404,positive
it is very for more experience please upgrade it,5,2024-09-23,CBE,0.3774,positive
failed to give receipt or confirm payment,2,2024-09-23,CBE,-0.5106,negative
the best,5,2024-09-23,CBE,0.6369,positive
faster and convertible be ape,5,2024-09-23,CBE,0.0,neutral
yes we can,3,2024-09-21,CBE,0.4019,positive
has not show recent exact information some transactions are included and others excluded bad experience always got in trouble by thinking the correct balance,1,2024-09-19,CBE,-0.8225,negative
very bad application not working properly every time,1,2024-09-18,CBE,-0.5849,negative
it safe ever,5,2024-09-18,CBE,0.4404,positive
it ask me update then was going to my branch they updated my mobile banking but still not working,1,2024-09-18,CBE,0.0,neutral
it ask kc for the rd time in one moths what wrong with your system if this thing keep going most of your customers start using other banks including my family and friends,1,2024-09-17,CBE,0.0,neutral
it true and is my favorite banks,5,2024-09-16,CBE,0.7003,positive
it is great ape,5,2024-09-16,CBE,0.6249,positive
this service is quality and very easy to use by any place any time also could have save my time just can say fantastic,5,2024-09-16,CBE,0.8748,positive
how can trust bank that does have caber crime reporting mechanism recently traveled out of the country after week got text message stating that more than big withdrawn from my account without my knowledge when tried to download the receipt it does even work only know it was transferred to weaken bank account via pop machine please be careful and take lesson from me,1,2024-09-16,CBE,-0.0258,neutral
very good simple and easy ape thank you very much ethiopian commercial bank,5,2024-09-15,CBE,0.8221,positive
it is good ape but had some issue lately they ape don show transaction history properly in order of date of withdrawal you should fix that in the next update,3,2024-09-14,CBE,0.2732,positive
it is great and fast ape to transfer money,5,2024-09-14,CBE,0.6249,positive
really like this ape as it is being updated from time to time and includes multiple payment options in particular giving receipt makes it even more preferable however when it is refreshed it does not show the history of credit and deposit in order and am of the opinion that it is better if the recent history is fixed respectively according to the transaction date in the future because there is problem of confusion,3,2024-09-12,CBE,0.8016,positive
this application is very nice mobile banking agent and various transactions can be used download and use,4,2024-09-12,CBE,0.4754,positive
if there was lesser rating have given it to this ape what with all this service charges with the amount they re charging for everything afraid we all be paying to even look in their direction,1,2024-09-12,CBE,-0.2732,negative
hate apes and all management of be,1,2024-09-12,CBE,-0.5719,negative
the fast and easy to use ape there is nothing to deny about that but it has serious issue on showing transaction history like if send or receive money all find the transaction history after day when the sums message is not working at some days the issue get worse like we don't have an idea how much money we have received don't this this issue is hard to fix for you hope you will fix it on the next update the ape deserve stars tb but just want you to see this seriously thankyou,1,2024-09-11,CBE,0.6961,positive
when enter values in the amount and remark fields and click the continue button encounter an error however the transaction still deducts the specified amount it is essential to test this error handling functionality,4,2024-09-11,CBE,-0.481,negative
