review,rating,date,bank,distilbert_score,distilbert_sentiment
we need more update soon once updated it it automatically stop working,1,2025-01-05,CBE,-0.9996944665908813,negative
very slavish to operate needs upgraded,2,2025-01-05,CBE,-0.9920889139175415,negative
was for use,5,2025-01-04,CBE,-0.961452305316925,negative
it nice apes,2,2025-01-04,CBE,0.9992614388465881,positive
it gives service great,5,2025-01-04,CBE,0.9998428821563721,positive
why did this application stopped working at the moment,1,2025-01-04,CBE,-0.9997424483299255,negative
the worst update seen in the bank industry for mobile banking if you re unable to make it smooth and reliable at the same time return it to previous version it shows that you don have the best expertise like other banks in the country,1,2025-01-04,CBE,-0.9994179010391235,negative
it very good fast service provider but at the moment the system is denying me,5,2025-01-04,CBE,-0.9928572177886963,negative
it is fine,5,2025-01-04,CBE,0.9998645782470703,positive
year,3,2025-01-03,CBE,0.9952841401100159,positive
very good ape forever,5,2025-01-03,CBE,0.9998778104782104,positive
thank for the easy operating service it made life simple and accurate keep it up,4,2025-01-03,CBE,0.9998395442962646,positive
this ape the best one,5,2025-01-03,CBE,0.999067485332489,positive
developer option,2,2025-01-03,CBE,0.9724228978157043,positive
it not working,1,2025-01-03,CBE,-0.9997593760490417,negative
how can device developer mood off,5,2025-01-03,CBE,-0.997340977191925,negative
years,5,2025-01-03,CBE,0.9684203267097473,positive
wat is problem,5,2025-01-03,CBE,-0.9985818862915039,negative
commercial bank,4,2025-01-02,CBE,0.5637841820716858,positive
what your problem with developer option,1,2025-01-02,CBE,-0.9992814660072327,negative
can access this ape without turning off the developer option mode,1,2025-01-02,CBE,0.9959623217582703,positive
always their is man function,1,2025-01-02,CBE,-0.8670092821121216,negative
it slow and unused ape,1,2025-01-02,CBE,-0.9988036155700684,negative
no speed to reload,5,2025-01-02,CBE,-0.9995947480201721,negative
thanks for your,5,2025-01-02,CBE,0.9997199177742004,positive
its not opening,5,2025-01-02,CBE,-0.99965500831604,negative
very nice and fast ape,5,2025-01-01,CBE,0.9998134970664978,positive
simple bug fix would help if current exchange rate is displayed on the ape,4,2025-01-01,CBE,-0.9985482096672058,negative
the not allowing the ape while developer options is on needs to be fixed why the hell is an ape telling me what to do with my own os this is an unnecessary fix that needs to be fixed,1,2025-01-01,CBE,-0.9998117089271545,negative
the recent update automatically turns the developers option on and when one starts the ape message pops up saying the ape does not work with the developers option on so one has to go to the settings and manually turn the developers option off otherwise the ape does work,3,2025-01-01,CBE,-0.999553382396698,negative
very useful ape,2,2025-01-01,CBE,0.999171257019043,positive
when after updating the ape it asked me to turn off developer mode how do do that,4,2025-01-01,CBE,-0.9984754920005798,negative
that good for me,4,2025-01-01,CBE,0.9998612403869629,positive
working doing vastly,5,2025-01-01,CBE,0.9995991587638855,positive
the poorest ape,4,2025-01-01,CBE,-0.9995218515396118,negative
the inconvenience of this ape is that it requires developer options to be turned off this hinders my ability to customize my phone as some of the customization can only be done in the developer options also it did have this requirement before so why now and please return it how it was because this should not be an issue also when transaction is completed before it used to allow me to save the image of the completed transaction now it does so please fix that also,1,2025-01-01,CBE,-0.999438464641571,negative
smart ape,5,2025-01-01,CBE,0.9997332692146301,positive
worst update ever it asked to disable the developer option which they don have any authority over most useless update ever wish could give it star if it was possible why do you care about my phone settings stupid developers should switch to other banks,1,2025-01-01,CBE,-0.9997987151145935,negative
muftearashide,5,2025-01-01,CBE,-0.9893559813499451,negative
wow wonderful ape thank you so much,4,2025-01-01,CBE,0.9998716115951538,positive
it ask me your developer mode is on and its not working for me,1,2025-01-01,CBE,-0.9997275471687317,negative
the last update is useless,1,2024-12-31,CBE,-0.9997960925102234,negative
it is vary good,5,2024-12-31,CBE,0.9998447895050049,positive
security,1,2024-12-31,CBE,0.9965949654579163,positive
like you this ape,5,2024-12-31,CBE,0.9940521121025085,positive
its good ape,1,2024-12-31,CBE,0.9998326301574707,positive
it is and better than,5,2024-12-31,CBE,0.9998588562011719,positive
the update in working,1,2024-12-31,CBE,0.9954816102981567,positive
as an ape developer rely on developer mode to build and test apes but this ape blocks access entirely if it enabled this restriction is unnecessary and makes it impossible for developers to use the service instead of outright blocking consider implementing enhanced security measures that don alienate professionals who need this setting please reconsider this policy,2,2024-12-31,CBE,-0.999453604221344,negative
it really helpful,1,2024-12-31,CBE,0.9998176693916321,positive
no work on my device,5,2024-12-31,CBE,-0.9997174143791199,negative
not convince in slow no,5,2024-12-31,CBE,-0.9995342493057251,negative
weak update it stops when want to set two step verification on and it is only applicable if developer options are on why please tell me the reason,1,2024-12-31,CBE,-0.9993545413017273,negative
why not used on these devices,5,2024-12-30,CBE,-0.9965444207191467,negative
updates went to dismiss the developer option,2,2024-12-30,CBE,-0.9997839331626892,negative
best mobile banking ape moreover will rate stars as soon as you add account statement display menu in it hopefully waiting thank you in advance,4,2024-12-30,CBE,0.9973263740539551,positive
even it is problem to update the ape fix the issue first,1,2024-12-30,CBE,-0.9989482760429382,negative
god apples,5,2024-12-30,CBE,-0.9636093974113464,negative
the review page keeps loading and even sync is completed the history page always shows old unknown transactions edited guess the loading page means it expires and needs to go to the nearest bank and ask for an extension for another years upgrade to stars,3,2024-12-30,CBE,-0.9976008534431458,negative
simple easy platform,5,2024-12-30,CBE,0.9987195730209351,positive
more than years,5,2024-12-30,CBE,0.9970290064811707,positive
years ecxepiranes,5,2024-12-29,CBE,-0.7351797819137573,negative
best ape from any others ape,5,2024-12-29,CBE,0.9925049543380737,positive
it very simple and useful for customer and also easier from other options of this bank but its hard sometimes when the net work is busy and inquiry some add update from the branch technical stuff when you want this application for critical case the application was inquiring you in wanted update,5,2024-12-29,CBE,-0.9842866063117981,negative
this ape is best if you add fingerprint or facial authentication instead of the current one,5,2024-12-29,CBE,-0.9954343438148499,negative
like this application,4,2024-12-29,CBE,0.9960804581642151,positive
best quality service,5,2024-12-29,CBE,0.9998307228088379,positive
your service is very very nice,5,2024-12-29,CBE,0.9998544454574585,positive
the worst ape have ever seen,1,2024-12-28,CBE,-0.999775230884552,negative
it is best duplication which real on,5,2024-12-28,CBE,0.8902091383934021,positive
why we can make transfer with foreign banks,1,2024-12-28,CBE,-0.9870660901069641,negative
the worst update,1,2024-12-28,CBE,-0.9997891783714294,negative
looks great but it has no option for accessing our transaction history for some days back this makes our work bad,5,2024-12-27,CBE,-0.9996727705001831,negative
everything is good except that it asking me for update too much even though updated the ape many times and still mentioning that it is critical update so plus fix that,4,2024-12-27,CBE,0.9945138692855835,positive
difficult to update,1,2024-12-27,CBE,-0.9997279047966003,negative
you should be boa the ape active by self so please arrange now and for activation service was pay birr this is unfair,1,2024-12-27,CBE,-0.9997434020042419,negative
simplest ape that have ever used,5,2024-12-27,CBE,0.9284132122993469,positive
this ape is the best easy and more clear to use including its features to understand so liked it because the ape made the life of customers easy thanks be and the ape,5,2024-12-27,CBE,0.9992942810058594,positive
after the update the system the requirement for minimal is not fair,2,2024-12-26,CBE,-0.999625563621521,negative
it so good,5,2024-12-26,CBE,0.9998534917831421,positive
perfect,5,2024-12-26,CBE,0.9998517036437988,positive
its the best and fast,5,2024-12-26,CBE,0.999862551689148,positive
its great,5,2024-12-26,CBE,0.9998660087585449,positive
good and the great,5,2024-12-25,CBE,0.9998606443405151,positive
not used fully amount,1,2024-12-25,CBE,-0.999546229839325,negative
timeout,5,2024-12-25,CBE,-0.9808634519577026,negative
good commercial bank of ethiopia,5,2024-12-25,CBE,0.9995922446250916,positive
used for long time its best ape,5,2024-12-24,CBE,0.9942026734352112,positive
very good and easy to use,5,2024-12-24,CBE,0.9998781681060791,positive
have very happiness by this service thank you be,5,2024-12-24,CBE,0.9998767375946045,positive
this ape is not working properly,5,2024-12-24,CBE,-0.9997926354408264,negative
be my device don work,1,2024-12-23,CBE,-0.5681015253067017,negative
its good enough to transaction,4,2024-12-23,CBE,0.9998494386672974,positive
love it its simple to use,5,2024-12-23,CBE,0.9998732805252075,positive
lot of errors,1,2024-12-22,CBE,-0.998883068561554,negative
good but it needs good network,5,2024-12-22,CBE,-0.9681416749954224,negative
simplest and good way of using internet banking it very interesting ape,5,2024-12-21,CBE,0.9950730204582214,positive
very good for security,5,2024-12-21,CBE,0.9997959733009338,positive
try to fix ur night time network setup,4,2024-12-20,CBE,-0.9994114637374878,negative
its good works great,5,2024-12-20,CBE,0.999869704246521,positive
this is the worst update ever the older version was better it has so much bug,1,2024-12-20,CBE,-0.9998041987419128,negative
best mobile banking ape in ethiopia,5,2024-12-20,CBE,0.9995822310447693,positive
sometimes stack,1,2024-12-20,CBE,-0.9630510210990906,negative
the most worst update it even does let you know ur balance it does respond quickly,1,2024-12-20,CBE,-0.9996553659439087,negative
in the previous gave for this ape based on my evaluation this ape was without biometric security and may be exposed to cheaters unexpectedly it is solved now you can add verification security on the setting ape but there is something problem still with verification it must prevent logging in without correct input fingerprint,5,2024-12-20,CBE,-0.99826580286026,negative
it is the best,5,2024-12-20,CBE,0.9998602867126465,positive
this is good happy,5,2024-12-19,CBE,0.9998711347579956,positive
before the new version the ape was fast and merits however following the upgrade the ape is slow and takes time to reload apes are useless without speed so make them work,1,2024-12-19,CBE,-0.9996196031570435,negative
the bank you relays on,5,2024-12-18,CBE,0.9651447534561157,positive
this ape fast and fact every solution thanks,5,2024-12-18,CBE,0.9995194673538208,positive
it stuck many time can transfer my own money the time need it must be update but if the sticking prevent it is great ape,3,2024-12-18,CBE,-0.9984456896781921,negative
easy to use and fast,4,2024-12-18,CBE,0.9995326995849609,positive
it is ni ce,5,2024-12-18,CBE,-0.9566715359687805,negative
it is very nice ape,5,2024-12-18,CBE,0.9997871518135071,positive
it might be fake be aware it not working,1,2024-12-17,CBE,-0.9991439580917358,negative
rated,5,2024-12-17,CBE,0.9994613528251648,positive
it made life simple,5,2024-12-17,CBE,0.9997851252555847,positive
it easy and convenient,5,2024-12-17,CBE,0.9993798732757568,positive
this bank is one of worst bank stealing poor peoples money,1,2024-12-17,CBE,-0.9995266199111938,negative
very convenient and user friendly ape love it,4,2024-12-17,CBE,0.9991521835327148,positive
my experience with this ape has been outstanding so far but sometimes it has hard time connecting with network and makes it hard to make transactions apart from that it amazing,4,2024-12-17,CBE,-0.9923099279403687,negative
even if had balance of could even transfer any of my balance starting from,1,2024-12-17,CBE,-0.9992374181747437,negative
best application mobile bank,5,2024-12-17,CBE,0.9995409250259399,positive
it is keeping to say this ape is rooted you can use it what is the problem,1,2024-12-17,CBE,0.6117826700210571,positive
is this the latest be ape,5,2024-12-17,CBE,-0.9552544355392456,negative
i can not see the receipt why,5,2024-12-17,CBE,-0.9992672801017761,negative
how to play sierra critical,5,2024-12-16,CBE,0.9039597511291504,positive
it very good ape for transactions to give you star one more thing you need to do is include bank statement showing methods and one more thing after you take your commission why you take birr monthly without my confirmation,4,2024-12-16,CBE,0.9845794439315796,positive
fast ape,4,2024-12-16,CBE,0.8424317836761475,positive
please add the biometric system on the ape,5,2024-12-15,CBE,0.9132930040359497,positive
am so disappointed because the application does clearly show how many birr it will charge for every transaction rather than just deducted the money as user we should have the right to know the amount of money that is going to be deducted it is very deceptive tactic it should be improved immediately,1,2024-12-15,CBE,-0.9992545247077942,negative
transfer to telebirr fee above birr,1,2024-12-15,CBE,-0.9624053239822388,negative
convenient and safe to use better to show more transaction history,5,2024-12-14,CBE,0.8093596696853638,positive
best application for ever thank you very much indeed for your understanding me,5,2024-12-14,CBE,0.9998273253440857,positive
it takes ur money out of no where,1,2024-12-14,CBE,-0.9983245730400085,negative
best easy ape,5,2024-12-14,CBE,0.9960924983024597,positive
good service for me because it saves my time there no need to go to the brunch to transfer the money my bank is going to anywhere with so can do anything on my mobile banking thanks for your service,5,2024-12-13,CBE,0.9982299208641052,positive
awesome and very simple to use love it,5,2024-12-13,CBE,0.9998785257339478,positive
be is most fantastic and for action ape bee used every parson cab is my dream eat com for every population if you need highly educated to see about cab used ape of cab wallet with all transactions in all world bank to bee exchange rate more information with be mobile ape you can perform banking tasks anywhere at anytime commercial bank of ethiopia mobile banking the official ape of be for android be android mobile application gives you access to your account on your android phone,5,2024-12-12,CBE,0.979468047618866,positive
it good but it is very busy occasionally,3,2024-12-12,CBE,0.5320680737495422,positive
be is great ape,5,2024-12-09,CBE,0.9620084762573242,positive
its weak application,1,2024-12-09,CBE,-0.9996856451034546,negative
vary excellent but update balance not seen at time transaction,4,2024-12-09,CBE,-0.5276988744735718,negative
why it haven't birr,5,2024-12-08,CBE,-0.9887868762016296,negative
its not work as expectations,1,2024-12-07,CBE,-0.9967843294143677,negative
not that much good,1,2024-12-07,CBE,-0.9997642636299133,negative
good perfect,5,2024-12-06,CBE,0.9998441934585571,positive
perfect,5,2024-12-06,CBE,0.9998517036437988,positive
great ape convenient for making payments and transactions this be,5,2024-12-06,CBE,-0.9851564168930054,negative
my all time best application,5,2024-12-06,CBE,0.9998243451118469,positive
year experienced on this ape,5,2024-12-06,CBE,0.5432339906692505,positive
it professional ape like this ape,5,2024-12-06,CBE,0.6243857145309448,positive
it is very good it is very useful it is problem solver,5,2024-12-06,CBE,0.9995204210281372,positive
superb ape serves better than expected in remote and hardly internet connection covered areas while in the field work thanks team,5,2024-12-03,CBE,-0.882905125617981,negative
it amazing,5,2024-12-02,CBE,0.9998835325241089,positive
we noticed two key issues with your ape username visibility the ape does display the username making verification difficult please add this feature transaction history transaction history gets deleted if the ape is reinstalled this data should remain accessible unless manually deleted by the user load more option for older transactions would also be helpful these issues have caused inconvenience fixing them would greatly improve the user experience thank you,5,2024-12-01,CBE,-0.9991820454597473,negative
this ape is just sweet,5,2024-11-30,CBE,0.9997987151145935,positive
it is the best application that makes life easier and provides fast service,5,2024-11-30,CBE,0.9998102784156799,positive
fast and reliable,4,2024-11-30,CBE,0.9998595714569092,positive
the good ape,5,2024-11-29,CBE,0.9998382329940796,positive
self transfer has problem does tell weather transferred or not after the process i ignore the final issuance of receipt,2,2024-11-28,CBE,-0.9989051818847656,negative
really,5,2024-11-27,CBE,0.9980352520942688,positive
have to log out and wait for more minutes to make another transfer get charged for not satisfactory transfer amount on some days see some transactions with different amount of transfers which don do can not transfer more than and charger for every transfer is not fair and wish to know for ethiopians where exactly is there country to live in,1,2024-11-26,CBE,-0.9973357319831848,negative
pretty straightforward does what it supposed to do wish it had beefier more detailed recent transactions though,4,2024-11-25,CBE,0.7379499673843384,positive
the system is slow,5,2024-11-22,CBE,-0.9997988343238831,negative
this works fine nice but was wondering can see my statement from the ape,4,2024-11-21,CBE,0.9808505773544312,positive
it used to work fine but nowadays if try to use it after midnight it does always work either with i i or data and sometimes we gotta pay things before the dead line and boom it does work,3,2024-11-20,CBE,0.9843801259994507,positive
like this ape it easy to use and quite flexible it nice,5,2024-11-19,CBE,0.9997784495353699,positive
from my over thirty five years customer of the commercial bank of ethiopia find it to dependable bank,5,2024-11-19,CBE,0.5489171743392944,positive
its good bank in ethiopia,4,2024-11-19,CBE,0.9997450709342957,positive
it good,5,2024-11-18,CBE,0.9998427629470825,positive
the best banking and application,5,2024-11-18,CBE,0.9998595714569092,positive
feature to add beneficiary account from older version in available on this one and the greeting notification that pops out during every log in is boring,1,2024-11-17,CBE,-0.999583899974823,negative
problems seen account banning without my permission,2,2024-11-17,CBE,-0.9990825653076172,negative
like this ape it is very helpful the draw back is it does order transactions accordingly and it stops responding without any notification,3,2024-11-16,CBE,-0.9940831065177917,negative
sometimes it is very difficult to open,1,2024-11-15,CBE,-0.999403715133667,negative
it is easy comfortable and smart latest advanced digitalized application of be,5,2024-11-15,CBE,0.9996296167373657,positive
one of the best,5,2024-11-14,CBE,0.9998641014099121,positive
best ape to use money transfer,5,2024-11-13,CBE,-0.9794259667396545,negative
best in ethiopia,5,2024-11-13,CBE,0.999779999256134,positive
it is very easy to use and preferable overall really liked this ape,4,2024-11-13,CBE,0.9986831545829773,positive
that good,5,2024-11-12,CBE,0.9998352527618408,positive
fantastic and very helpful,5,2024-11-12,CBE,0.9998767375946045,positive
it nice,5,2024-11-12,CBE,0.9998676776885986,positive
really love this ape it amazing,5,2024-11-11,CBE,0.9998291730880737,positive
the unsubscribe button in the be android ape is misplaced it should be at the middle of the menu or somewhere else rather than at the end the end is usually for log out and inadvertently touched unsubscribe many times this could lead to customers accidentally unsubscribing from the service,4,2024-11-11,CBE,-0.999550998210907,negative
very good service,5,2024-11-11,CBE,0.9998648166656494,positive
hello all ethiopian to east africa and all over the world am from ethiopia was have designed new digital transaction system in ethiopia this our money transaction to be active when we need all our transaction to any where this is also excellent way to connect by digital transaction with global country like china us italy phil et through the world we have been lucky by making great digital connection system to develop our be birr with global transaction in ethiopia,5,2024-11-10,CBE,0.9977688789367676,positive
best ape in ethiopia,5,2024-11-10,CBE,0.9996337890625,positive
interesting application,5,2024-11-10,CBE,0.999768078327179,positive
the best application and easy my life,5,2024-11-10,CBE,0.9998654127120972,positive
amazing it easy to use,5,2024-11-09,CBE,0.9998701810836792,positive
very great job,4,2024-11-09,CBE,0.9998703002929688,positive
have no experience about this,5,2024-11-09,CBE,-0.9948762059211731,negative
it is good but not sufficient,5,2024-11-09,CBE,0.9974735379219055,positive
statement is limited with one screen display there should be access to see my transactions of at least months before sometimes debit credit is not shown on the account details,2,2024-11-09,CBE,-0.9978398084640503,negative
the commercial bank of ethiopia be is pillar of financial strength and stability in ethiopia as the largest and most established bank in the country it fosters economic growth promotes financial inclusion and supports businesses of all sizes be mobile banking ape enhances convenience by enabling millions to access banking services anytime anywhere keep up good work,5,2024-11-09,CBE,0.9997357726097107,positive
am unable to open or use the application,2,2024-11-08,CBE,-0.9997783303260803,negative
thinkbyou,2,2024-11-07,CBE,0.6470201015472412,positive
like this application and your banking systems,5,2024-11-07,CBE,0.9852688908576965,positive
wow fast network,5,2024-11-07,CBE,0.9995744824409485,positive
it so intermittent,2,2024-11-07,CBE,-0.9821082353591919,negative
you brought new feature which is standing order but it does have option to delete edit amount,4,2024-11-06,CBE,-0.9974406957626343,negative
like this ape but it done not work so fix it please,1,2024-11-06,CBE,-0.9943354725837708,negative
very nice,5,2024-11-06,CBE,0.9998563528060913,positive
very good,5,2024-11-05,CBE,0.9998520612716675,positive
easy and accessible easily,5,2024-11-05,CBE,0.9998401403427124,positive
very great application,5,2024-11-04,CBE,0.9998713731765747,positive
it shows limited number of transaction history and it does show transactions history in the order of arrival,1,2024-11-04,CBE,-0.8708807229995728,negative
good and better ape compared to other bank but the reward narration is committed when we make screenshoot so better to include the remark,5,2024-11-04,CBE,0.9901465773582458,positive
the best service,5,2024-11-04,CBE,0.9998639822006226,positive
very nice applications very useful ape,5,2024-11-02,CBE,0.9994181394577026,positive
am using the a it is amazing,5,2024-11-02,CBE,0.9998428821563721,positive
loved it exceptionally easy friendly interface with no adds and complicated extensions ape,5,2024-10-31,CBE,0.9974879026412964,positive
keep the good work,5,2024-10-30,CBE,0.9998652935028076,positive
working very good yet than the other methods know before,5,2024-10-30,CBE,0.9997087121009827,positive
this ape is very interesting fast transaction and preferable system,5,2024-10-30,CBE,0.9992699027061462,positive
avery good ape designed by be makes life easier,4,2024-10-30,CBE,0.9977217316627502,positive
best ethiopian bank,5,2024-10-28,CBE,0.9997190833091736,positive
fast service,5,2024-10-28,CBE,0.9991244673728943,positive
the leading bank in ethiopia,5,2024-10-27,CBE,0.9993075132369995,positive
very efficient ape,5,2024-10-27,CBE,0.9997770190238953,positive
it better for using wherever we are,5,2024-10-24,CBE,-0.9824687242507935,negative
liked this ape,5,2024-10-24,CBE,0.9992873072624207,positive
the best mobile banking in the world love it thank you but try to have more servers sometimes it is busy,4,2024-10-21,CBE,-0.9960328936576843,negative
new technology,5,2024-10-21,CBE,0.9992990493774414,positive
bast mobile banking in ethiopia,2,2024-10-20,CBE,0.9974229335784912,positive
its so good ape,5,2024-10-20,CBE,0.9998499155044556,positive
very good for transaction,5,2024-10-19,CBE,0.999824583530426,positive
this good mobile banking ape ever used but it says this device is rooted you cannot run this ape on this device,1,2024-10-18,CBE,-0.9451292157173157,negative
try to update it,1,2024-10-18,CBE,-0.9985365867614746,negative
fantastic it has supersonic speed,5,2024-10-18,CBE,0.9998685121536255,positive
beast,5,2024-10-18,CBE,0.9882547855377197,positive
such great ape,5,2024-10-16,CBE,0.9895564913749695,positive
it is service that is not expected from such large institution saw that your work is very complicated the user does not understand well your application in general you have many problems this application is not convenient for the end user for instance can access my account from abroad what deposited amount and transfer from my account to any any one it is shame,1,2024-10-16,CBE,-0.9946175217628479,negative
cannot access with no reason,1,2024-10-16,CBE,-0.9995545744895935,negative
like the ape easy to use if possible please add some more features like calculator simply add one more icon with calculator function so the users can easily do some calculation without closing the ape,4,2024-10-15,CBE,-0.9798091053962708,negative
it was good because of its wide area usage possibility but has so many problem with transaction daily information and availability duration,3,2024-10-15,CBE,-0.9924762845039368,negative
it not secure enough you don have biometric option,1,2024-10-14,CBE,-0.9996718168258667,negative
the ape only shows limited record amount of transaction it crashes again and again,1,2024-10-14,CBE,-0.9984147548675537,negative
need money,3,2024-10-13,CBE,-0.9957383871078491,negative
that was good ape,5,2024-10-13,CBE,0.9997832179069519,positive
fast and easy to use simple ape at all,4,2024-10-13,CBE,0.9971418976783752,positive
best application ever,5,2024-10-13,CBE,0.9998244643211365,positive
it is an amazing ape like its features,5,2024-10-13,CBE,0.9998555183410645,positive
please bring back the reason of transfer reference format on the receipt plus plus for those of us who have multiple transactions it very important to trace the receipts by looking at the references,3,2024-10-13,CBE,-0.98826003074646,negative
commercial date,5,2024-10-12,CBE,-0.9603798985481262,negative
no have all monthly statement,2,2024-10-12,CBE,-0.9701486825942993,negative
love this ape it is fast and suitable for use,5,2024-10-11,CBE,0.99965500831604,positive
wow ethic tell,3,2024-10-11,CBE,0.9990819692611694,positive
find this ape user friendly and reliable,5,2024-10-11,CBE,0.9980820417404175,positive
it good but in the history list it does show reason for transactions,4,2024-10-11,CBE,0.998837411403656,positive
this ape is not set up for diaspora users it works fine until you needed new verification code or you change your cell phone and try to use the ape on the new phone you will not be able to get the verification key that it is asking for just for changing your phone it requires you to go the nearest branch to get the verification key for me this will be travelling to ethiopia from us just to get this code even my sister joint fact holder has my power of attorney could not help me,1,2024-10-11,CBE,-0.9985595345497131,negative
which is very important,5,2024-10-10,CBE,0.9997944235801697,positive
please send me your details please,5,2024-10-10,CBE,0.9973697662353516,positive
its good for digital marketing,5,2024-10-09,CBE,0.99904865026474,positive
too nice ape my time saving,5,2024-10-07,CBE,0.7027220726013184,positive
this ape is so strong,2,2024-10-07,CBE,0.999756395816803,positive
one of the best banking apes,5,2024-10-06,CBE,0.9997730851173401,positive
unexpected apes because this is bad unfortunately error,1,2024-10-06,CBE,-0.9906439781188965,negative
one of the fastest ape ever used,5,2024-10-06,CBE,0.999112069606781,positive
your ape is so amazing,5,2024-10-05,CBE,0.9998801946640015,positive
discount service fee,2,2024-10-05,CBE,0.7452893257141113,positive
my choice bank commercial bank of ethiopia,5,2024-10-05,CBE,0.9581649899482727,positive
this ape is very active and past,5,2024-10-04,CBE,-0.9682760238647461,negative
be is great way to use it,4,2024-10-04,CBE,0.9992916584014893,positive
the ape very nice but it stuck by now what is the reason,5,2024-10-04,CBE,-0.9970123767852783,negative
it reliable fast and easy to use,5,2024-10-04,CBE,0.999823272228241,positive
the ape is okay,5,2024-10-04,CBE,0.9997499585151672,positive
there is problem on application to transfer money and adjust please,3,2024-10-04,CBE,-0.9975212216377258,negative
it make my life easy my time my energy,5,2024-10-04,CBE,0.9982379674911499,positive
am happy for the service,4,2024-10-03,CBE,0.9998617172241211,positive
good application commercial bank of ethiopia,5,2024-10-03,CBE,0.9995546936988831,positive
it is my best apes ever thank you be,5,2024-10-03,CBE,0.9998575448989868,positive
its very good application special with network connection however the service payment is expensive do it please justified with our economy label,3,2024-10-03,CBE,-0.9613355398178101,negative
ape is not working for days now,1,2024-10-03,CBE,-0.9946572184562683,negative
tax for the team,5,2024-10-02,CBE,-0.9968275427818298,negative
interesting application any updates should have to included timely,5,2024-10-02,CBE,0.9440320134162903,positive
excellent an that is easy to use it the bank we trust and rely be thank you audi sarah,5,2024-10-01,CBE,0.9994996786117554,positive
double pin request is extremely mouthful keep working on security rate,5,2024-09-30,CBE,-0.9942736029624939,negative
am satisfied for the application,5,2024-09-30,CBE,0.9992672801017761,positive
the increase in the amount of the daily exchange should be increased to et instead of et,4,2024-09-28,CBE,-0.9990108013153076,negative
it the best asks,5,2024-09-28,CBE,0.9997218251228333,positive
fast and easy to use by far the best mobile banking application in,5,2024-09-27,CBE,0.9995830655097961,positive
it time consuming up for using electronic money every were,5,2024-09-27,CBE,-0.9970001578330994,negative
very special ape,1,2024-09-27,CBE,0.9989379048347473,positive
it say and very fast to use and sync,5,2024-09-26,CBE,0.9917272329330444,positive
this ape sometimes,1,2024-09-26,CBE,-0.8634688258171082,negative
verification code website,5,2024-09-26,CBE,-0.9053178429603577,negative
the best way like it,5,2024-09-26,CBE,0.9997631907463074,positive
like it but can bring for us to link with paypal please,5,2024-09-26,CBE,-0.8068614602088928,negative
please add the fingerprint security all most the ape is very good ape,5,2024-09-26,CBE,0.9995474219322205,positive
have been using this ape for log time since it come to existence and its its marvelous ape and usually enjoy its function and simplicity know pay everything with this ape and make my transaction all by this ape great job by be,4,2024-09-25,CBE,0.9348960518836975,positive
it good but it must add some especial item like statement or transaction list place,5,2024-09-25,CBE,0.9289659261703491,positive
this best ape,5,2024-09-25,CBE,0.9997777342796326,positive
fast and easy,5,2024-09-25,CBE,0.9994889497756958,positive
trust to use,5,2024-09-25,CBE,0.9996029734611511,positive
it the bast ape in mobile money to transfer to receive payment use it,5,2024-09-25,CBE,-0.9641014337539673,negative
it is an interesting ape,3,2024-09-24,CBE,0.999527096748352,positive
its easy to use,5,2024-09-23,CBE,0.99817955493927,positive
it is very for more experience please upgrade it,5,2024-09-23,CBE,0.9810594916343689,positive
failed to give receipt or confirm payment,2,2024-09-23,CBE,-0.9997404217720032,negative
the best,5,2024-09-23,CBE,0.9998332262039185,positive
faster and convertible be ape,5,2024-09-23,CBE,0.8642194271087646,positive
yes we can,3,2024-09-21,CBE,0.9997782111167908,positive
has not show recent exact information some transactions are included and others excluded bad experience always got in trouble by thinking the correct balance,1,2024-09-19,CBE,-0.9970541000366211,negative
very bad application not working properly every time,1,2024-09-18,CBE,-0.9997959733009338,negative
it safe ever,5,2024-09-18,CBE,0.999548614025116,positive
it ask me update then was going to my branch they updated my mobile banking but still not working,1,2024-09-18,CBE,-0.9985049962997437,negative
it ask kc for the rd time in one moths what wrong with your system if this thing keep going most of your customers start using other banks including my family and friends,1,2024-09-17,CBE,-0.9995691180229187,negative
it true and is my favorite banks,5,2024-09-16,CBE,0.9998570680618286,positive
it is great ape,5,2024-09-16,CBE,0.9787866473197937,positive
this service is quality and very easy to use by any place any time also could have save my time just can say fantastic,5,2024-09-16,CBE,0.9986464381217957,positive
how can trust bank that does have caber crime reporting mechanism recently traveled out of the country after week got text message stating that more than big withdrawn from my account without my knowledge when tried to download the receipt it does even work only know it was transferred to weaken bank account via pop machine please be careful and take lesson from me,1,2024-09-16,CBE,-0.997173547744751,negative
very good simple and easy ape thank you very much ethiopian commercial bank,5,2024-09-15,CBE,0.9998064637184143,positive
it is good ape but had some issue lately they ape don show transaction history properly in order of date of withdrawal you should fix that in the next update,3,2024-09-14,CBE,-0.9906689524650574,negative
it is great and fast ape to transfer money,5,2024-09-14,CBE,0.9953497648239136,positive
really like this ape as it is being updated from time to time and includes multiple payment options in particular giving receipt makes it even more preferable however when it is refreshed it does not show the history of credit and deposit in order and am of the opinion that it is better if the recent history is fixed respectively according to the transaction date in the future because there is problem of confusion,3,2024-09-12,CBE,-0.9890418648719788,negative
this application is very nice mobile banking agent and various transactions can be used download and use,4,2024-09-12,CBE,0.998009979724884,positive
