review,rating,date,bank,source
in my view can give any conclusion because it the starting of an online banking in my country however the commercial bank of ethiopia must rebuild this ape and also need to make more access to changing the system keep continuing ethiopia,5,2025-03-14,Commercial Bank of Ethiopia,Google Play
very attractive and user friendly,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
good apes,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
my special ape and my proud bank of ethiopia,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
the ape need update it always crash,1,2025-03-13,Commercial Bank of Ethiopia,Google Play
it is very comfortable and simple to use but what standing order is not work,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
one of the best apes have used,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
am appreciate this ape,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
very happy using this ape thanks to developers,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
be birr ape is my best choice,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
exceptional incredible,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
joyful ape,5,2025-03-11,Commercial Bank of Ethiopia,Google Play
unsatisfied with the new update keeps crashing every now and then and even though haven reached the max ten per day still refuses to transfer probably going to change my bank if it not fixed asap,1,2025-03-10,Commercial Bank of Ethiopia,Google Play
it is one of the disappointed bank you don suppose to include ethiopian on your name you don deserve it,1,2025-03-10,Commercial Bank of Ethiopia,Google Play
simple and easy to use,5,2025-03-10,Commercial Bank of Ethiopia,Google Play
it not good ape,5,2025-03-10,Commercial Bank of Ethiopia,Google Play
have been using be ape for long but recently it has started crashing repeatedly and even my phone is reporting that the ape has bugs and tells me to wait the developer to fix these bugs,1,2025-03-09,Commercial Bank of Ethiopia,Google Play
the great ape be,5,2025-03-09,Commercial Bank of Ethiopia,Google Play
why it asks me update repeatedly as soon as download it,1,2025-03-09,Commercial Bank of Ethiopia,Google Play
commercial bank rate this,5,2025-03-08,Commercial Bank of Ethiopia,Google Play
it is good for many aspect if can get transactions report with time duration periodically,3,2025-03-07,Commercial Bank of Ethiopia,Google Play
best performing ape,5,2025-03-07,Commercial Bank of Ethiopia,Google Play
best back in ethiopia,5,2025-03-06,Commercial Bank of Ethiopia,Google Play
two step verification update is fake meaningless why because the ape gives you an option of to use pin while requesting two step verification step this updated ape is not differ than the previous one in case of security safeguarding users the other features of the ape are best and easy to use it,1,2025-03-06,Commercial Bank of Ethiopia,Google Play
its good,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
why don install,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
glad to use it,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
very good thank you,5,2025-03-04,Commercial Bank of Ethiopia,Google Play
have been customer of the commercial bank of ethiopia for many years,5,2025-03-03,Commercial Bank of Ethiopia,Google Play
we need this ape to work properly and it looks like an outdated,2,2025-03-03,Commercial Bank of Ethiopia,Google Play
the ape crashes too many times it buggy ape,1,2025-03-03,Commercial Bank of Ethiopia,Google Play
thank,5,2025-03-02,Commercial Bank of Ethiopia,Google Play
very good it is easy to use anything,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
its good,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
so slow with internet,1,2025-03-01,Commercial Bank of Ethiopia,Google Play
phone ape is not working,2,2025-03-01,Commercial Bank of Ethiopia,Google Play
it very useful apes,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
it is better ape,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
good work very important,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
it is extent ape it is helpful,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
it don work,1,2025-02-28,Commercial Bank of Ethiopia,Google Play
bad security,2,2025-02-28,Commercial Bank of Ethiopia,Google Play
it shame it can perform well you guys can even fix bug it getting unusable shame shame shame,1,2025-02-28,Commercial Bank of Ethiopia,Google Play
easy to use and efferent system,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
great,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
it is good but can not install the ape why and the other one is it is better to show the earliest transactions for instance before days ago,3,2025-02-27,Commercial Bank of Ethiopia,Google Play
have been using the ape since it is first released and it has been nice but the latest update are very worse the ape crashes frequently and drains battery highly,3,2025-02-27,Commercial Bank of Ethiopia,Google Play
commercial bank and it mobile banking is very good,5,2025-02-27,Commercial Bank of Ethiopia,Google Play
friendly mobile banking application,5,2025-02-27,Commercial Bank of Ethiopia,Google Play
vary good,5,2025-02-27,Commercial Bank of Ethiopia,Google Play
star because have to visit my bank for new installation of the ape and reactivation takes about to minutes with there long queue and system failures learn from televise ape and give options to customers to apt out of this ridiculous security feature second why is there no customization in the settings for displaying which account want displayed in the first section rather that slide to my main account every time you are making us pay monthly subscription bare minimum is not it,1,2025-02-26,Commercial Bank of Ethiopia,Google Play
recently it is not working please check it,2,2025-02-26,Commercial Bank of Ethiopia,Google Play
this ape,5,2025-02-26,Commercial Bank of Ethiopia,Google Play
it is user friendly excellent ape,5,2025-02-26,Commercial Bank of Ethiopia,Google Play
simple and efficient,5,2025-02-26,Commercial Bank of Ethiopia,Google Play
it is better to use and save time truly appreciate the bank system,5,2025-02-25,Commercial Bank of Ethiopia,Google Play
good work,5,2025-02-25,Commercial Bank of Ethiopia,Google Play
simple and secure ape,5,2025-02-25,Commercial Bank of Ethiopia,Google Play
crashing frequently every time try to log in it so annoying,1,2025-02-25,Commercial Bank of Ethiopia,Google Play
fix the bug so frustrating,3,2025-02-25,Commercial Bank of Ethiopia,Google Play
the ape is full of bugs here and there perhaps it from the backed side ink for instance the transaction history you see on top is one made couple of months ago and you have to refresh until you reach the top it just so bizarre and you can even search for transaction you made someone with lot of transactions will find it annoying even simple things like localizing dates to amharic dates are now correctly implemented,2,2025-02-25,Commercial Bank of Ethiopia,Google Play
good experience,5,2025-02-24,Commercial Bank of Ethiopia,Google Play
my device install up updated all data access all function but can support transaction first login password works but can conformation last transaction password,5,2025-02-24,Commercial Bank of Ethiopia,Google Play
constantly crashing after new update,1,2025-02-24,Commercial Bank of Ethiopia,Google Play
great up simple to use yet has all necessary features,4,2025-02-24,Commercial Bank of Ethiopia,Google Play
nice this is ape,5,2025-02-23,Commercial Bank of Ethiopia,Google Play
why can we use this ape with developer mode turned on when other big international banks apes allow it,1,2025-02-22,Commercial Bank of Ethiopia,Google Play
it is good application,4,2025-02-22,Commercial Bank of Ethiopia,Google Play
guys after the last update it crushing lot like lot look in to it,3,2025-02-22,Commercial Bank of Ethiopia,Google Play
the best ape,5,2025-02-22,Commercial Bank of Ethiopia,Google Play
this is good ape,5,2025-02-22,Commercial Bank of Ethiopia,Google Play
it have bug it keeps shut down when open the ape without any notification please fix the bug,3,2025-02-22,Commercial Bank of Ethiopia,Google Play
very best and fast money transferring ape,5,2025-02-22,Commercial Bank of Ethiopia,Google Play
why is it so hard to use this ape why don you make it simple like other apes sometimes it does function right,1,2025-02-22,Commercial Bank of Ethiopia,Google Play
very best ape,5,2025-02-22,Commercial Bank of Ethiopia,Google Play
couldn't update the ape,1,2025-02-22,Commercial Bank of Ethiopia,Google Play
too much commission and service charges not fair at all this is stealing,1,2025-02-21,Commercial Bank of Ethiopia,Google Play
it is easy and user friendly,5,2025-02-21,Commercial Bank of Ethiopia,Google Play
when open the ape it turns off keep says ape has bug the ape needs update,2,2025-02-21,Commercial Bank of Ethiopia,Google Play
solve unwanted time and the time to losses be office,5,2025-02-21,Commercial Bank of Ethiopia,Google Play
faced big problem with this due to developer mode problem how can you help me plus,5,2025-02-21,Commercial Bank of Ethiopia,Google Play
utilizes too much power crashes often,3,2025-02-20,Commercial Bank of Ethiopia,Google Play
most effective so far,5,2025-02-20,Commercial Bank of Ethiopia,Google Play
not working normally,1,2025-02-20,Commercial Bank of Ethiopia,Google Play
this is the simplest bookkeeping system or method like it,5,2025-02-19,Commercial Bank of Ethiopia,Google Play
these days the ape is crashing immediately after login please check,5,2025-02-19,Commercial Bank of Ethiopia,Google Play
gave it be this ape deserves thank you for your services appreciated,5,2025-02-19,Commercial Bank of Ethiopia,Google Play
fantastic and best,5,2025-02-18,Commercial Bank of Ethiopia,Google Play
it lags before showing the transaction and you have to use the one in the sums message why does it work on the ape it just says loading,1,2025-02-18,Commercial Bank of Ethiopia,Google Play
very amazing application,5,2025-02-18,Commercial Bank of Ethiopia,Google Play
easy and fantastic to use,5,2025-02-18,Commercial Bank of Ethiopia,Google Play
the way its menu arranged to use is easy to use,5,2025-02-17,Commercial Bank of Ethiopia,Google Play
its not bad but there are plenty of errors,2,2025-02-17,Commercial Bank of Ethiopia,Google Play
waw fantastic application,5,2025-02-16,Commercial Bank of Ethiopia,Google Play
am satisfied by this a thank you,5,2025-02-16,Commercial Bank of Ethiopia,Google Play
best of the best application for ever,5,2025-02-16,Commercial Bank of Ethiopia,Google Play
this ape is better,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
it very good in reminding the account numbers you have been used but need to show recipient history whenever you want to present it or it has to have search on options for specific time you want to look for receipts with out going for account details at bank if you lost your receipt without downloading it and need to look sometime while you can get in simple search on the ape,1,2025-02-15,Commercial Bank of Ethiopia,Google Play
it is good ape,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
it crashes lot it does work at all sometimes by far it is the worst mobile banking ape have ever used,1,2025-02-15,Commercial Bank of Ethiopia,Google Play
very buggy,2,2025-02-14,Commercial Bank of Ethiopia,Google Play
good apes to save my money withdraw my money to service,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
it easy and good,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
it is best ape,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
it is not functioning most of the time,3,2025-02-13,Commercial Bank of Ethiopia,Google Play
it sends unwanted welcome notification every time you login there is no way that you can disable this,3,2025-02-13,Commercial Bank of Ethiopia,Google Play
this ape now not open what problem please solve it,1,2025-02-13,Commercial Bank of Ethiopia,Google Play
nice thanks,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
it used to be better in the previous but after the recent update it keeps crashing as soon as it logs in it needs to be fixed,1,2025-02-11,Commercial Bank of Ethiopia,Google Play
can even load our transaction history,1,2025-02-11,Commercial Bank of Ethiopia,Google Play
am happy of this ape,5,2025-02-11,Commercial Bank of Ethiopia,Google Play
great ape but try to include an access to water bill payment for places other than adds baba try top the ape not to be inactive while developer option setting in samsung phones is activated,4,2025-02-11,Commercial Bank of Ethiopia,Google Play
very good ape,5,2025-02-10,Commercial Bank of Ethiopia,Google Play
this ape is very useful but sometimes when you want to see specific transactions it did work so that way gave you,3,2025-02-10,Commercial Bank of Ethiopia,Google Play
it not bad,2,2025-02-10,Commercial Bank of Ethiopia,Google Play
it shut down without warning,1,2025-02-10,Commercial Bank of Ethiopia,Google Play
best ape of the bank but when it needs update customer must be notified in my point of view otherwise customers saying mobile banking is not working today is bad motor,5,2025-02-10,Commercial Bank of Ethiopia,Google Play
use this ape all the time on my business but sometimes it is difficult to use in rural areas because there is not enough network so what if you prepared it for the public to use offline,3,2025-02-09,Commercial Bank of Ethiopia,Google Play
this ape is very interesting and simple to use,5,2025-02-09,Commercial Bank of Ethiopia,Google Play
add customer service please other than calling why would you have mobile ape but not an online text based customer service why disappointing and will never use the top up feature again have been trying to recharge my safaricom balance but your ape would say time out and then credit my account but never recharge my balance why where is my money do you expect me to call at midnight,2,2025-02-08,Commercial Bank of Ethiopia,Google Play
smart and easy to use like this ape,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
the best ape love it,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
is not useful,3,2025-02-08,Commercial Bank of Ethiopia,Google Play
it ok,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
it good,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
its good service,4,2025-02-07,Commercial Bank of Ethiopia,Google Play
recent transactions does load properly sometimes and also when transferring to someone sometimes it says failed and but already transferred which might cause to double transfer,1,2025-02-07,Commercial Bank of Ethiopia,Google Play
it used to work properly but not anymore used to use the ape from abroad but these days it kept saying unable to connect when tried to check my balance and do transactions,1,2025-02-07,Commercial Bank of Ethiopia,Google Play
awash birr pro,1,2025-02-07,Commercial Bank of Ethiopia,Google Play
it is very important application,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
to save my time best ape to me like this ape tax be,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
it is shame not to appreciate the recent system improvements that the commercial bank of ethiopia has been making and have no doubt that it will be different from this inshaallah another thing would like to comment on is that the current method for transferring money to telesis can own be sent to the person so it is possible to send money directly from the commercial bank to other banks if you make it possible to transfer money directly to anyone would be very grateful thank you,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
comfortable,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
ape keeps on crashing after the latest update failures are frequent,3,2025-02-05,Commercial Bank of Ethiopia,Google Play
don need to update this ape,5,2025-02-05,Commercial Bank of Ethiopia,Google Play
good work thank you,5,2025-02-05,Commercial Bank of Ethiopia,Google Play
after the new update struggling to use this ape it suddenly crush or close automatically plus fix this problem,1,2025-02-05,Commercial Bank of Ethiopia,Google Play
very fast and easy to use,5,2025-02-05,Commercial Bank of Ethiopia,Google Play
it is best application,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
this apes amazing,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
this ape is just meaningful application for our country,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
this ape is best and fantastic because easy to use it has best security specially two specific authentication so this security is not path unauthorized person to our account history thankyou be for we give this service,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
the ape is crashing several times it really annoying and sometimes it says failed during different operations please fix it,1,2025-02-04,Commercial Bank of Ethiopia,Google Play
new update new version not working,1,2025-02-03,Commercial Bank of Ethiopia,Google Play
that is good,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
have seen lots of great updates right here especially the fa using the biometric security technique suggest you work on minimizing ape crashing due to the accumulation of cache very little cache crash it,4,2025-02-03,Commercial Bank of Ethiopia,Google Play
the best mobile banking ape in ethiopia thanks be,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
be,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
too poor comparing to other countries,1,2025-02-03,Commercial Bank of Ethiopia,Google Play
it is good,5,2025-02-02,Commercial Bank of Ethiopia,Google Play
updated to the new version while ago and it keeps crashing maybe you can fix it,3,2025-02-02,Commercial Bank of Ethiopia,Google Play
simple good ape,4,2025-02-02,Commercial Bank of Ethiopia,Google Play
after the last two update am facing the worst experience with this ape,1,2025-02-02,Commercial Bank of Ethiopia,Google Play
now it crashing like crazy it does even open after recent update,1,2025-02-01,Commercial Bank of Ethiopia,Google Play
this ape is so incredible,5,2025-02-01,Commercial Bank of Ethiopia,Google Play
mobil banking is the latest technology,5,2025-02-01,Commercial Bank of Ethiopia,Google Play
without any reason it shows white screen and can make transfers then when went to branch then they reply go to the branch where you open your account,1,2025-02-01,Commercial Bank of Ethiopia,Google Play
it used to be the best bank ape in ethiopia but now using it is terrible experience for every transaction it shows an error message making simple payment requires to trials to complete,1,2025-01-31,Commercial Bank of Ethiopia,Google Play
good application,5,2025-01-31,Commercial Bank of Ethiopia,Google Play
the worst had to flight back to fix my ape it need you to go back every month not reliable for foreigners,1,2025-01-31,Commercial Bank of Ethiopia,Google Play
this should run for worst ape of the year,1,2025-01-31,Commercial Bank of Ethiopia,Google Play
very bad,1,2025-01-31,Commercial Bank of Ethiopia,Google Play
it is nice ape,4,2025-01-31,Commercial Bank of Ethiopia,Google Play
very nice ape,5,2025-01-31,Commercial Bank of Ethiopia,Google Play
it easy to use but there is some problems sometimes when update the ape in the network areas,4,2025-01-31,Commercial Bank of Ethiopia,Google Play
no manage beneficiary for my ape,1,2025-01-30,Commercial Bank of Ethiopia,Google Play
its good but we need an option of choosing specific period to get historique of transactions for example when want to check my previous transactions only get few transactions thank you,2,2025-01-30,Commercial Bank of Ethiopia,Google Play
very good mobile ape,5,2025-01-30,Commercial Bank of Ethiopia,Google Play
something is wrong with the new update it keep closing itself and could made an important transaction,3,2025-01-30,Commercial Bank of Ethiopia,Google Play
the latest updates crushes repeatedly on my red note pro plus if you could correct the issue,1,2025-01-30,Commercial Bank of Ethiopia,Google Play
we been using the be mobile banking ape and overall appreciate its features however we noticed that when turn on the developer options on my device the ape stops functioning properly it would be great if you could look into this issue as often need to access developer settings for other applications thank you for your attention to this matter,1,2025-01-29,Commercial Bank of Ethiopia,Google Play
like the ape,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
if you are living outside of ethiopia you better not deposit large money into your mobile account it can kick you off any time for some small reasons and the only way you can recover is either to go to the bank in person or you need to have access to your phone which is impossible if you are living outside ethiopia the only option you will be left with is you can use your money at least it would be better if you can recover your account using email or other verification,1,2025-01-29,Commercial Bank of Ethiopia,Google Play
number one,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
updating the ape is must overtime they release it even to reload the transaction,2,2025-01-29,Commercial Bank of Ethiopia,Google Play
these ape is beast but the new update is great,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
it easy and user friendly,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
it is helpful to save time and energy,5,2025-01-28,Commercial Bank of Ethiopia,Google Play
digital leader bank in ethiopia be,5,2025-01-28,Commercial Bank of Ethiopia,Google Play
turning off the developers options this is getting out of hand we don need to go through that,1,2025-01-28,Commercial Bank of Ethiopia,Google Play
don have an idea why our country soft wares needs some beroucracy how many peoples knew that about developer options why is the new ape forcing to disable that in my side did get the apes as of,1,2025-01-28,Commercial Bank of Ethiopia,Google Play
best ape ever but when be be integrated with international transfer,5,2025-01-28,Commercial Bank of Ethiopia,Google Play
where ever you go no one is like be mobile banking it absolutely perfect,5,2025-01-28,Commercial Bank of Ethiopia,Google Play
does it give you list of beneficiaries,2,2025-01-27,Commercial Bank of Ethiopia,Google Play
transaction history needs to be more,2,2025-01-27,Commercial Bank of Ethiopia,Google Play
this ape is more helpful and best,5,2025-01-27,Commercial Bank of Ethiopia,Google Play
like it more the ape be thank you,5,2025-01-27,Commercial Bank of Ethiopia,Google Play
alert the device developer mode is turned on please turn off developer mode from device settings and try again to use this ape ok what is this,1,2025-01-27,Commercial Bank of Ethiopia,Google Play
correct your order of incoming and outgoing birr,3,2025-01-27,Commercial Bank of Ethiopia,Google Play
nice ape,5,2025-01-27,Commercial Bank of Ethiopia,Google Play
the ask does work when the phones developer option is turned on it always asks me to turn off the developer options to open the ask please fix it as it is unnecessary,4,2025-01-26,Commercial Bank of Ethiopia,Google Play
wow amazing ape,4,2025-01-26,Commercial Bank of Ethiopia,Google Play
wood ape,2,2025-01-25,Commercial Bank of Ethiopia,Google Play
why on earth is be telling me to turn off developer mode as the name clearly states it for developers not for be to dictate there are countless financial apes out there that work just fine without demanding such an unnecessary restriction if your ape can handle developer mode that you problem fix your code instead of disabling features that have absolutely nothing to do with you,2,2025-01-25,Commercial Bank of Ethiopia,Google Play
it keeps asking for an update recursively since the last update what is going on,2,2025-01-25,Commercial Bank of Ethiopia,Google Play
don't want to update,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
the or code scans must be backed to see the transfer is done and to use it easily,2,2025-01-25,Commercial Bank of Ethiopia,Google Play
nice ape thanks be,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
it is very nice to use,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
the developer mode need to be fixed it sucks,2,2025-01-25,Commercial Bank of Ethiopia,Google Play
the ape is simply trash the only thing that keeping them afloat is that the woods for the other ethiopian banks is even trashier,1,2025-01-25,Commercial Bank of Ethiopia,Google Play
it very important ape,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
this ape after update they ask verification why they restricted for update,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
best and ease to use,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
thank you very much and we are very very happy with your service,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
be is the leader bank in ethiopia by digital payment system,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
it not working properly,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
make an option to send statement by email,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
it is simple and very accurate system,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
am happy for using be how ever am happy we can not send money to other tell birr by this ape why,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
why developer option is off please remove this feature,4,2025-01-24,Commercial Bank of Ethiopia,Google Play
reminding me to update and pay every month,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
after recent update this ape stopped working with message the developer turned off advanced et,3,2025-01-23,Commercial Bank of Ethiopia,Google Play
am students of accounting and finance when graduate wish to do in be thanks,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
wow what can say thank you,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
good ape,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
very inconvenience to use unreliable and needs upgrades,1,2025-01-23,Commercial Bank of Ethiopia,Google Play
the worst bank in ethiopia,1,2025-01-22,Commercial Bank of Ethiopia,Google Play
have been accessing my be from abroad very easily without problems good job guy,2,2025-01-22,Commercial Bank of Ethiopia,Google Play
why force disable developer options in the latest update get that it security precaution but it overkill plenty of other financial apes do not require it and it sometimes necessary for debugging experimental reasons,1,2025-01-21,Commercial Bank of Ethiopia,Google Play
the ape resets without customer interaction or confirmation which is concerning please improve the user experience to ensure better control and transparency for customers,5,2025-01-20,Commercial Bank of Ethiopia,Google Play
it was very convenient and cool to use but for some reason it has been working for me lately,1,2025-01-20,Commercial Bank of Ethiopia,Google Play
censor,5,2025-01-19,Commercial Bank of Ethiopia,Google Play
breaks after week,1,2025-01-19,Commercial Bank of Ethiopia,Google Play
jest like this ape easy and fast,4,2025-01-19,Commercial Bank of Ethiopia,Google Play
first,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
reliable simplified service,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
this application is an unreliable application please do not use it hackers will enter through the application and take the certificate from be,1,2025-01-18,Commercial Bank of Ethiopia,Google Play
good ape,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
please make it active it is delaying in low connection thanks,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
best ape for android user,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
excellent condition security code used,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
yeah its very important in our daily life,5,2025-01-17,Commercial Bank of Ethiopia,Google Play
the new update is seems force enable developer options on setting and please fix the problem on phones it only works for few days every time it get maintained at branches,1,2025-01-17,Commercial Bank of Ethiopia,Google Play
the great ape and banking system,5,2025-01-16,Commercial Bank of Ethiopia,Google Play
money transfer options is not giving correct input and there is no way of knowing whether the money was successfully transferred,2,2025-01-16,Commercial Bank of Ethiopia,Google Play
enabled two step verification when press authenticate it says authentication failed,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
very much helpful,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
it simplify every step,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
it good ape,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
keep up guys you re always trustful service giver appreciated so much,5,2025-01-14,Commercial Bank of Ethiopia,Google Play
this ape is the worst the current release does work when developers mode is on and the transaction errors make you transfer money twice with errors,1,2025-01-13,Commercial Bank of Ethiopia,Google Play
it is nice but some times details of credited amount not shown from whom sent,4,2025-01-12,Commercial Bank of Ethiopia,Google Play
am facing difficulties related to network issues while have good internet connection,1,2025-01-11,Commercial Bank of Ethiopia,Google Play
how to make developer mode off,5,2025-01-11,Commercial Bank of Ethiopia,Google Play
alert the device developer mode is turned on you can use this ape please turn off developer mode and try again ok why reason,1,2025-01-11,Commercial Bank of Ethiopia,Google Play
af we the ga,2,2025-01-09,Commercial Bank of Ethiopia,Google Play
good be ape but it frequently need update after you update you will go to the bank officer for verification but my question is why not verify own self,2,2025-01-09,Commercial Bank of Ethiopia,Google Play
best and easy to use,5,2025-01-09,Commercial Bank of Ethiopia,Google Play
first this ape was pretty good and well connection while transferring money but now there no such worst mob ape ever while transferring money it corrupts due to the network and took the amount of money you were transferring from your account then after seconds interruptions it shows that the money is transferred this case happens especially to telebirrr wallet then after you report the issue to the be customer service they refund your money to your be account after days,2,2025-01-09,Commercial Bank of Ethiopia,Google Play
satisfied,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
it nice but some connection limitation,3,2025-01-08,Commercial Bank of Ethiopia,Google Play
it is good ape but not have statement week month only days and it is not order by time,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
this ape is very good,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
it fast and satisfied,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
best ape for the bank,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
best ape was but the message updated and it refused to work for me,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
more,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
why do have to close the developer option to use it after the update it not even working unless close the developer option,1,2025-01-07,Commercial Bank of Ethiopia,Google Play
attractive and easy to use,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
you can not track your transaction history with correct date time and order,1,2025-01-07,Commercial Bank of Ethiopia,Google Play
keep saying unable to connect after normal phone update please update the ape to match latest phone updates,1,2025-01-07,Commercial Bank of Ethiopia,Google Play
it simple and easy to use,1,2025-01-06,Commercial Bank of Ethiopia,Google Play
like this ape,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
thank you free years,4,2025-01-06,Commercial Bank of Ethiopia,Google Play
please add dark theme,1,2025-01-06,Commercial Bank of Ethiopia,Google Play
good service,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
don understand the reason why this ape asks me to turn off my developer options whenever try to log into the ape this issue immediately needs to be fixed why would sacrifice my phone performance to use only this ape it ridiculous,2,2025-01-06,Commercial Bank of Ethiopia,Google Play
teaching years,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
have been using it for years and it is beautiful in the time have been using it,1,2025-01-06,Commercial Bank of Ethiopia,Google Play
flexible easy service,4,2025-01-05,Commercial Bank of Ethiopia,Google Play
not functional when need transactions,1,2025-01-05,Commercial Bank of Ethiopia,Google Play
the banks logo the hidden accounts data are not seen it is saying it saying unconnected and hence does not sync,2,2025-01-05,Commercial Bank of Ethiopia,Google Play
is not working for last update,1,2025-01-05,Commercial Bank of Ethiopia,Google Play
why is it asking me for developer option,1,2025-01-05,Commercial Bank of Ethiopia,Google Play
we need more update soon once updated it it automatically stop working,1,2025-01-05,Commercial Bank of Ethiopia,Google Play
very slavish to operate needs upgraded,2,2025-01-05,Commercial Bank of Ethiopia,Google Play
was for use,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
it nice apes,2,2025-01-04,Commercial Bank of Ethiopia,Google Play
it gives service great,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
why did this application stopped working at the moment,1,2025-01-04,Commercial Bank of Ethiopia,Google Play
the worst update seen in the bank industry for mobile banking if you re unable to make it smooth and reliable at the same time return it to previous version it shows that you don have the best expertise like other banks in the country,1,2025-01-04,Commercial Bank of Ethiopia,Google Play
it very good fast service provider but at the moment the system is denying me,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
it is fine,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
year,3,2025-01-03,Commercial Bank of Ethiopia,Google Play
very good ape forever,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
thank for the easy operating service it made life simple and accurate keep it up,4,2025-01-03,Commercial Bank of Ethiopia,Google Play
this ape the best one,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
developer option,2,2025-01-03,Commercial Bank of Ethiopia,Google Play
it not working,1,2025-01-03,Commercial Bank of Ethiopia,Google Play
how can device developer mood off,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
years,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
