review,rating,date,bank,source
this is terrible ape what the hell is your problem passwords can be entered manually abroad don have my ethiopian him receiving the activation code via telegram but you locked the system not to accept the activation top manually hence can see my accounts can make transactions et how can you not think of this in advance now in terrible situation can know what is going on with my account would you fix it now not tomorrow or the day after,1,2024-02-16,Bank of Abyssinia,Google Play
can use it anymore,3,2024-02-16,Bank of Abyssinia,Google Play
very good ape its easy to use,5,2024-02-15,Bank of Abyssinia,Google Play
its very slow and fail to load any transaction,2,2024-02-15,Bank of Abyssinia,Google Play
great graphics but why my music have to stop when open this ape make it make sense but overall it good but also needs too much data just to load this ape we might need lite version of this,3,2024-02-15,Bank of Abyssinia,Google Play
very good ape,5,2024-02-14,Bank of Abyssinia,Google Play
wow amazing ape,5,2024-02-14,Bank of Abyssinia,Google Play
was working fine for days then error the request was not successful please check your connectivity or try again my connection works perfectly reinstalled the ape called support multiple times all of them said it system problem be patient it has been week since then called again they even dared to say the problem is your phone restart it which did but still the same other banking apes work perfectly but this my experience with this ape horrible the whole system is bad,1,2024-02-14,Bank of Abyssinia,Google Play
it is good fast to open,5,2024-02-14,Bank of Abyssinia,Google Play
it is the worst ape that have ever downloaded it crushes every time log in,1,2024-02-14,Bank of Abyssinia,Google Play
the keyboard not working please fix it,1,2024-02-14,Bank of Abyssinia,Google Play
when we come to use mobile banking ape this ape is the worst one who made this ape why i almost forget to use it while the ape right front to my phone proffered to go branch office rather than to use it let alone for transaction or other service for simple purpose to check my balance used to call for the bank call center rather than to open for this difficult ape it need high speed internet service it stop service for simple interruption of the network after transfer the,1,2024-02-13,Bank of Abyssinia,Google Play
you should include manual top input,1,2024-02-13,Bank of Abyssinia,Google Play
worst ape it ain allowing yo activate not even in the nearest branch are able to activate it have been client of the bank for years what is this boa as we know it being leading in simplifying banking service this ape needs to be fixed then we will give it better rate,1,2024-02-13,Bank of Abyssinia,Google Play
the ape does not work well from abroad there have been continuous upgrades and updates that are very interruptive and non responsive staff do not have the technical capabilities to support whereas the support number and online support are never available,1,2024-02-12,Bank of Abyssinia,Google Play
ape good how money transfer tell birr agents,1,2024-02-12,Bank of Abyssinia,Google Play
boa mobile banking is hard to deal with very poor ape never gets better it keep lagging,1,2024-02-12,Bank of Abyssinia,Google Play
wow that an awesome ape,4,2024-02-11,Bank of Abyssinia,Google Play
sm big fan of boa but the mobile banking is so trashy sorry but its the best word to describe it please buy good server it always show blank age after login specially on sundays it does not work at all the new update has good i but has same response problem,3,2024-02-11,Bank of Abyssinia,Google Play
good but ape last,4,2024-02-11,Bank of Abyssinia,Google Play
this ape does fit the bank,1,2024-02-10,Bank of Abyssinia,Google Play
the updated version is nice one boa always bank,5,2024-02-10,Bank of Abyssinia,Google Play
as usual the ape is ok but this time can update it normally it lags at all the time hope it fixable,4,2024-02-10,Bank of Abyssinia,Google Play
you have made great application that is easy to use,4,2024-02-08,Bank of Abyssinia,Google Play
more easy and secure fast ape than previous one,5,2024-02-08,Bank of Abyssinia,Google Play
it much better now effoyee,5,2024-02-06,Bank of Abyssinia,Google Play
what an awesome ape it is supper easy to use with very attractive guy but there are some problems to be addressed it crashes frequently and requires mobile cache to be cleared to relaunch automatic top input is good but fix the manual activation option too it does not boot fast there are minor errors during the installation color contrast in the transactions menu the credit accounts should be in dark green than light green the debit accounts should be in dark red,5,2024-02-06,Bank of Abyssinia,Google Play
am having challenge to use the ape the ape does not allow to update the previous ape neither does it allow to manually insert top boa please modify the ape to allow these features,3,2024-02-06,Bank of Abyssinia,Google Play
easy and very nice ape to load more than the previous,5,2024-02-06,Bank of Abyssinia,Google Play
don like it once open it open did not ask the pin when get back not safety the old version is more secured,2,2024-02-06,Bank of Abyssinia,Google Play
to for,5,2024-02-05,Bank of Abyssinia,Google Play
simple fast and easy to use had bad experience on apollo and the older version of this ape is too slow,5,2024-02-05,Bank of Abyssinia,Google Play
much better and easy to access then the last boa ape,5,2024-02-05,Bank of Abyssinia,Google Play
not working properly always loading,3,2024-02-04,Bank of Abyssinia,Google Play
tax for updating the ape its easy and fact,5,2024-02-04,Bank of Abyssinia,Google Play
think this one is better than the previous one much faster but try to make it more faster like nib and be specially nib bake their ape is very nice but the bank is not anyways good job on this one,5,2024-02-04,Bank of Abyssinia,Google Play
one of the weakness in boa is it mobile ape hope this will address some of them but it is very critical to work on modernizing and ensuring the security of it mobile banking system in this digitalized world,3,2024-02-04,Bank of Abyssinia,Google Play
please add an option to manually input the top am residing outside of ethiopia encountered difficulty accessing my account following the recent update change of your mobile banking ape unfortunately am unable to activate the ape on my mobile device during the activation process the ape prompts for an top which can receive via telegram however there is no option to manually input the top kindly request your assistance in resolving this matter and activating my account,3,2024-02-03,Bank of Abyssinia,Google Play
why the ape does allow to update the previous version in addition to this when install the new version and try to activate the ape does allow to write the activation top code to the screen have received the top password from telegram and email would you please fix this bug thank you,1,2024-02-03,Bank of Abyssinia,Google Play
don have words for your great work really good what like the most is the screenshots features is included which gives you the transactions detail great work keep it up,5,2024-02-03,Bank of Abyssinia,Google Play
massive improvement from the previous ape more modern and actually works,5,2024-02-03,Bank of Abyssinia,Google Play
the choice for all it is interesting ape the old one was time spent to open the ape am with you boa,5,2024-02-03,Bank of Abyssinia,Google Play
you make the ape worse asia it is update you make us install it as new then you create us problems,1,2024-02-02,Bank of Abyssinia,Google Play
not change who,5,2024-02-02,Bank of Abyssinia,Google Play
interesting,4,2024-02-02,Bank of Abyssinia,Google Play
the best bank,5,2024-02-02,Bank of Abyssinia,Google Play
this upper is very slow,5,2024-01-31,Bank of Abyssinia,Google Play
it stuck at,1,2024-01-30,Bank of Abyssinia,Google Play
beat,5,2024-01-28,Bank of Abyssinia,Google Play
the bank you always accepted bank of abyssinia worldwide caber bank of ethiopia,5,2024-01-28,Bank of Abyssinia,Google Play
this ape is way better than both apollo and the old mobile banking ape it super easy to use and loads really fast if you already have boa mobile banking before activating it is piece of cake great job on making such an awesome ape keep it up,5,2024-01-27,Bank of Abyssinia,Google Play
it is very nice ape,4,2024-01-24,Bank of Abyssinia,Google Play
it is really great to see you have solved some of the problems with the previous version thank you for taking time to improve,5,2024-01-24,Bank of Abyssinia,Google Play
it is not downloading it stops at why,1,2024-01-23,Bank of Abyssinia,Google Play
this is much better ape from boa easy to activate with at credit info that helps someone like myself who already forgot previous pin no or i password apes runs fast unlike the previous versions hope you don ruin it with unnecessary update please notify customers to use this ape through their sums,5,2024-01-18,Bank of Abyssinia,Google Play
the new version is really nice keep it up,4,2024-01-18,Bank of Abyssinia,Google Play
like said before the previous version was horrendous glad that you took time and decided to develop this awesome ape well done,5,2024-01-18,Bank of Abyssinia,Google Play
you we improved from the previous one also try to add dark mode,5,2024-01-17,Bank of Abyssinia,Google Play
the worst ape can even login to my device phone peel version android,1,2024-01-16,Bank of Abyssinia,Google Play
think this ape is fraudulent it is not real,1,2024-01-15,Bank of Abyssinia,Google Play
this new version of the ape is really great loved it,5,2024-01-15,Bank of Abyssinia,Google Play
nice one,5,2024-01-14,Bank of Abyssinia,Google Play
best applicationthank you abyssinia bank,5,2024-01-12,Bank of Abyssinia,Google Play
perfect ape,5,2024-01-12,Bank of Abyssinia,Google Play
absolutely it fantastic apes this new apes it fast and good apes,5,2024-01-11,Bank of Abyssinia,Google Play
the best ape next to tell birr in ethiopia,5,2024-01-10,Bank of Abyssinia,Google Play
