review,rating,date,bank,source
i have used many mobile banking and also tellebir and mpesa nothing come close to this app. well done dashen indeed one step a head. a lot of cool features that amole hasn't the receipt and the account statement is superb for me. i hope you add more integrated small apps to.,5,2025-03-12,Dashen Bank,Google Play
the app is good but it ask update every week so tiring,2,2025-03-11,Dashen Bank,Google Play
it good and easy to use,5,2025-03-11,Dashen Bank,Google Play
"greately improved since it was released! i really like the budget and expense tegistration feature. for atm or pos withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. if that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen Bank,Google Play
excellent,5,2025-03-10,Dashen Bank,Google Play
wow excellent app,5,2025-03-08,Dashen Bank,Google Play
nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen Bank,Google Play
add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen Bank,Google Play
it's best,5,2025-03-08,Dashen Bank,Google Play
no one dashen yichlal,5,2025-03-07,Dashen Bank,Google Play
in short ! i'm so proud of this app developers for their highest professional of developing. thanks,5,2025-03-06,Dashen Bank,Google Play
the speed is too slow. need some improvements.,2,2025-03-06,Dashen Bank,Google Play
good app,5,2025-03-04,Dashen Bank,Google Play
fantastic app,5,2025-03-01,Dashen Bank,Google Play
i wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen Bank,Google Play
"super up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. with super up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen Bank,Google Play
"the dashen super app is a game-changer in digital banking, offering a seamless and convenient experience. with its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. plus, its security measures ensure safe and reliable experiance effortless banking",5,2025-02-26,Dashen Bank,Google Play
"it has good feature. but, it is very slow! difficult to pay or receive. the speed should be improved, else i didn't recommend.",2,2025-02-24,Dashen Bank,Google Play
excellent app,5,2025-02-24,Dashen Bank,Google Play
no good,1,2025-02-22,Dashen Bank,Google Play
wow amazing app,5,2025-02-21,Dashen Bank,Google Play
best platform... please avoid otp,5,2025-02-21,Dashen Bank,Google Play
super smart app.,5,2025-02-18,Dashen Bank,Google Play
best,5,2025-02-16,Dashen Bank,Google Play
i don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen Bank,Google Play
this app doesn't work on my phone my phone is samsung galaxy s7 android version 9 all other financial apps work like telebirr cbe m_pesa...,1,2025-02-14,Dashen Bank,Google Play
"dashen super app is secure, very easy to use and has more services uniquely like budgeting, chat, ips...",5,2025-02-14,Dashen Bank,Google Play
amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen Bank,Google Play
it's amazing app i have seen ever,5,2025-02-13,Dashen Bank,Google Play
one star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen Bank,Google Play
keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen Bank,Google Play
the app missed some important features 1. it does't show recent transactions 2. transfer to telebirr limited to own telebirr 3. the statement does't show running balance,2,2025-02-11,Dashen Bank,Google Play
"simple, fast and easy",4,2025-02-10,Dashen Bank,Google Play
baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra godina jimmaa magaalaa aggaaroo irraa muaz abamecha abamilki,5,2025-02-07,Dashen Bank,Google Play
it doesn't work,1,2025-02-07,Dashen Bank,Google Play
"#dashen super app; super easy to use, secure, and fast transaction. love it!",5,2025-02-07,Dashen Bank,Google Play
"i tried the new dash bank super app today, and it's amazingly easy and fun.i recommend you download and use it. you really like it",5,2025-02-06,Dashen Bank,Google Play
gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen Bank,Google Play
"good app, bad security",3,2025-02-06,Dashen Bank,Google Play
on transaction page only show sent transaction. try to include received transaction.,4,2025-02-06,Dashen Bank,Google Play
wonderful application,5,2025-02-05,Dashen Bank,Google Play
i loved it,5,2025-02-05,Dashen Bank,Google Play
i am so thankful for having this best app dashen one step ahead,5,2025-02-04,Dashen Bank,Google Play
not good this app,1,2025-02-04,Dashen Bank,Google Play
best app,5,2025-02-04,Dashen Bank,Google Play
excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen Bank,Google Play
perfect,5,2025-02-02,Dashen Bank,Google Play
"it does not work functional ,",1,2025-02-02,Dashen Bank,Google Play
ok,5,2025-02-02,Dashen Bank,Google Play
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen Bank,Google Play
gret experience,5,2025-02-01,Dashen Bank,Google Play
all good we need more,3,2025-01-31,Dashen Bank,Google Play
"dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen Bank,Google Play
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen Bank,Google Play
dashen bank super app for easy life.,5,2025-01-30,Dashen Bank,Google Play
excellent ui/ux and beyond banking services,5,2025-01-30,Dashen Bank,Google Play
just wow,5,2025-01-29,Dashen Bank,Google Play
mobile banking to the next level,5,2025-01-28,Dashen Bank,Google Play
the first 3 star review is me,3,2025-01-25,Dashen Bank,Google Play
is not working,1,2025-01-25,Dashen Bank,Google Play
"fast, reliable and user friendly. amazing chatting features. keep it up! always one step ahead!",5,2025-01-24,Dashen Bank,Google Play
v good,5,2025-01-24,Dashen Bank,Google Play
"this app is literally the best thing ever the chat banking is so easy just text and it’s done super smooth, fast, and honestly a life saverif you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen Bank,Google Play
i only see white page,2,2025-01-23,Dashen Bank,Google Play
excellent banking app for all your needs! who needs a physical branch when you can use dashen bank super app instead! i've never had an issue with anything that dashen bank super app haven't handled swiftly and resolved to my satisfaction and above i don't often write reviews but this is an app/bank that i would highly recommended to everyone,5,2025-01-22,Dashen Bank,Google Play
amizing application,5,2025-01-22,Dashen Bank,Google Play
fastest and easy to use,5,2025-01-22,Dashen Bank,Google Play
exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen Bank,Google Play
amazing app to use as usual! but why option of transferring to telebirr and m pesa which was available on amole app is omitted?? dasheen is my favourite keep it up.,4,2025-01-20,Dashen Bank,Google Play
needs some improvement,5,2025-01-20,Dashen Bank,Google Play
amazing,5,2025-01-20,Dashen Bank,Google Play
amazing super app,5,2025-01-19,Dashen Bank,Google Play
i hope it will be better than amole,5,2025-01-18,Dashen Bank,Google Play
wly super app ilove it,5,2025-01-18,Dashen Bank,Google Play
dashen yichalal. ewnetem one step a head,5,2025-01-17,Dashen Bank,Google Play
it has a good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. carry on. thanks so much for greatest service,4,2025-01-17,Dashen Bank,Google Play
"it is a very wonderful work that has saved its time. that is why it is ""always one step ahead!""",5,2025-01-17,Dashen Bank,Google Play
“life-changing!” i can’t imagine going back to traditional banking after using this app. it’s so convenient.,5,2025-01-17,Dashen Bank,Google Play
pro max,5,2025-01-17,Dashen Bank,Google Play
the most good app and easy,5,2025-01-16,Dashen Bank,Google Play
"excellent and user friendly app. excellence is what makes you always one step ahead. dashen bank, always one step ahead !!",5,2025-01-16,Dashen Bank,Google Play
proud to be dashen family . shout out to the serial entrepreneur,5,2025-01-16,Dashen Bank,Google Play
first atm in east africa,5,2025-01-16,Dashen Bank,Google Play
best app.,5,2025-01-16,Dashen Bank,Google Play
better move to catch the competition up,5,2025-01-16,Dashen Bank,Google Play
"great job my home, my bank.",5,2025-01-16,Dashen Bank,Google Play
always one step ahead! what a masterpiece.,5,2025-01-16,Dashen Bank,Google Play
great app well done dashen bank,5,2025-01-15,Dashen Bank,Google Play
great!,5,2025-01-15,Dashen Bank,Google Play
"i love it but it has bugs during confirmation of password! so, please make it functional",5,2025-01-15,Dashen Bank,Google Play
always one step forward,5,2025-01-15,Dashen Bank,Google Play
small size with vast features and functionalities.,5,2025-01-15,Dashen Bank,Google Play
amazing app   dashen bank one step a head,5,2025-01-15,Dashen Bank,Google Play
dashen bank always one step ahead!,5,2025-01-15,Dashen Bank,Google Play
u can't create account,1,2025-01-15,Dashen Bank,Google Play
really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,Dashen Bank,Google Play
we will see it,2,2025-01-15,Dashen Bank,Google Play
always one step a head!,5,2025-01-15,Dashen Bank,Google Play
"a lightweight,catchy and smooth app",5,2025-01-15,Dashen Bank,Google Play
very impressive interface with best security feature and user friendly app.,5,2025-01-15,Dashen Bank,Google Play
it is so far so good it has a unique features than telebirr good job dashen,5,2025-01-15,Dashen Bank,Google Play
"yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. i wish all the best for dashen bank initiative.",5,2025-01-15,Dashen Bank,Google Play
this is my bank!,5,2025-01-15,Dashen Bank,Google Play
"truly, db => alwaysonestepahead !!",5,2025-01-14,Dashen Bank,Google Play
always one step ahead,5,2025-01-14,Dashen Bank,Google Play
well developed,5,2025-01-14,Dashen Bank,Google Play
oh nice!!! i wish it's very nice app,5,2025-01-14,Dashen Bank,Google Play
really the app looks like amazing. i can't wait to activate in the morning.,5,2025-01-14,Dashen Bank,Google Play
applause  dashen bank. one of the best super app inorder to pay easily and securely. one step a head.,5,2025-01-14,Dashen Bank,Google Play
wow dashen super app,5,2025-01-14,Dashen Bank,Google Play
all in one,5,2025-01-14,Dashen Bank,Google Play
the best banking app i have ever seen,5,2025-01-14,Dashen Bank,Google Play
it looks good and simple to use,5,2025-01-14,Dashen Bank,Google Play
app that makes difference!,5,2025-01-14,Dashen Bank,Google Play
faster and userfriendly,5,2025-01-14,Dashen Bank,Google Play
"waw great and innovated,user friendly, always one step ahead",5,2025-01-13,Dashen Bank,Google Play
it's best waww,5,2025-01-13,Dashen Bank,Google Play
always one step ahead,5,2025-01-13,Dashen Bank,Google Play
"like me, i hope it works better than before.",5,2025-01-11,Dashen Bank,Google Play
